3M France,Infirmier,BAZIRE MARIE LAURE,20/06/2014,REPAS,€26,,
ROCHE SAS,Médecin,DAMOC LUMINITA,26/05/2014,Repas,€16,,
ROCHE SAS,Médecin,ELIE LEGRAND MARIE CLAIRE,27/01/2014,Repas,€17,,
ROCHE SAS,Médecin,GAILLARD JEAN PIERRE,13/01/2014,Repas,€17,,
ROCHE SAS,Médecin,KRACHT MATTHIAS,27/01/2014,Repas,€17,,
ROCHE SAS,Médecin,KRACHT MATTHIAS,23/09/2013,Repas,€21,,
ROCHE SAS,Médecin,KRACHT MATTHIAS,12/05/2014,Repas,€13,,
ROCHE SAS,Médecin,MAILLARD DOMINIQUE,23/09/2013,Repas,€21,,
ROCHE SAS,Médecin,MAILLARD DOMINIQUE,15/01/2014,Repas,€23,,
ROCHE SAS,Médecin,MORAN ANGEL,10/01/2014,Transport,€101,,
ROCHE SAS,Médecin,MORAN ANGEL,10/01/2014,Repas,€127,,
ROCHE SAS,Médecin,MORAN ANGEL,05/02/2014,Repas,€13,,
ROCHE SAS,Médecin,MORAN ANGEL,10/09/2013,Repas,€23,,
ROCHE SAS,Médecin,MORAN ANGEL,10/01/2014,Transport,€101,,
ROCHE SAS,Médecin,MORAN ANGEL,10/01/2014,Repas,€127,,
ROCHE SAS,Médecin,MORAN ANGEL,11/04/2014,Transport,€107,,
ROCHE SAS,Médecin,MORAN ANGEL,05/02/2014,Repas,€13,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,29/01/2014,Inscription,€495,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,05/02/2014,Repas,€13,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,29/01/2014,HÃ©bergement,€645,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,29/01/2014,Transport,€768,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,10/06/2014,Repas,€23,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,23/09/2013,Repas,€21,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,29/01/2014,Repas,€121,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,12/05/2014,Repas,€13,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,26/05/2014,Repas,€16,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,17/10/2013,Repas,€13,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,01/04/2014,Repas,€21,,
ROCHE SAS,Médecin,PAVLOVITCH JEAN MARC,27/01/2014,Repas,€17,,
ROCHE SAS,Médecin,RACLOT GILLES,15/01/2014,Repas,€23,,
ROCHE SAS,Pharmacien,KAUFFMANN DIDIER,10/06/2014,Repas,€23,,
ROTTAPHARM SAS,Médecin,PUPIN PATRICK,26/09/2013,VISITE/(3 X GO-ON 25MG),€27,,
SANDOZ,Médecin,EUSTRATIADES PAILLARD CYRILLE,17/12/2013,Repas,€50,,
SANDOZ,Médecin,GOSGNACH CHASSERANT MARILYN,17/12/2013,Repas,€50,,
SANDOZ,Médecin,LEFRANC FLORENT,17/12/2013,Repas,€50,,
SANDOZ,Médecin,LE LUYER BERNARD,15/06/2013,REPAS,€148,,
SANDOZ,Médecin,LE LUYER BERNARD,15/06/2013,HÉBERGEMENT,"€1,051",,
SANDOZ,Médecin,LE LUYER BERNARD,15/06/2013,INSCRIPTION,€935,,
SANDOZ,Médecin,LE LUYER BERNARD,15/06/2013,TRANSPORT,"€1,089",,
SANDOZ,Médecin,LE LUYER BERNARD,19/09/2013,INSCRIPTION,€865,,
SANDOZ,Médecin,LE LUYER BERNARD,19/09/2013,HÉBERGEMENT,€369,,
SANDOZ,Médecin,LE LUYER BERNARD,19/09/2013,REPAS,€180,,
SANDOZ,Médecin,LE LUYER BERNARD,19/09/2013,TRANSPORT,€676,,
SANDOZ,Médecin,PLAT RICHARD,17/12/2013,Repas,€50,,
SANDOZ,Médecin,RIQUIER RICHARD,17/12/2013,Repas,€50,,
SANDOZ,Médecin,ROSE DANIEL,17/12/2013,Repas,€50,,
SANDOZ,Médecin,THEVENIN GILLES,17/12/2013,Repas,€50,,
SANDOZ,Médecin,TIT ARGHAD,17/12/2013,Repas,€50,,
SANOFI AVENTIS FRANCE,Infirmier,BAILLEUL MURIEL,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,DEMIER SOPHIE,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,DEMIER SOPHIE,01/10/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Infirmier,GIRARD MARIE ASTRID,01/10/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Infirmier,MEREL ALEXANDRA,01/10/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Infirmier,RAT EMILIE,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,VILLER LAURE,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,ALLOUC HERVE,27/06/2014,Transport,€156,,
SANOFI AVENTIS FRANCE,Médecin,ALLOUC HERVE,27/06/2014,Inscription,€50,,
SANOFI AVENTIS FRANCE,Médecin,ALLOUC HERVE,27/06/2014,Hébergement,€115,,
SANOFI AVENTIS FRANCE,Médecin,ALLOUC HERVE,19/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,AMARIA RACHID,22/01/2014,Repas,€24,,
SANOFI AVENTIS FRANCE,Médecin,BARBIER STEPHANE,22/01/2014,Repas,€24,,
SANOFI AVENTIS FRANCE,Médecin,BAXS GUILLAUME,17/12/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,BAXS GUILLAUME,11/03/2014,Repas,€49,,
SANOFI AVENTIS FRANCE,Médecin,BIZET MATHIAS VALERIE,09/07/2013,Restauration,€31,,
SANOFI AVENTIS FRANCE,Médecin,BIZET MATHIAS VALERIE,28/01/2014,Repas,€25,,
SANOFI AVENTIS FRANCE,Médecin,BLANCHARD BENOIT,17/06/2014,Repas,€48,,
SANOFI AVENTIS FRANCE,Médecin,CHAMAYOU JACQUES,11/03/2014,Repas,€49,,
SANOFI AVENTIS FRANCE,Médecin,CHAMAYOU JACQUES,17/12/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,DERO THIERRY,17/10/2013,Restauration,€21,,
SANOFI AVENTIS FRANCE,Médecin,EUSTRATIADES PAILLARD CYRILLE,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,GODET ALAIN,25/06/2014,Repas,€37,,
SANOFI AVENTIS FRANCE,Médecin,GODET ALAIN,11/07/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,GODET ALAIN,21/11/2013,Restauration,€46,,
SANOFI AVENTIS FRANCE,Médecin,GODET ALAIN,17/10/2013,Restauration,€21,,
SANOFI AVENTIS FRANCE,Médecin,GOSGNACH CHASSERANT MARILYN,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,HAUGUEL ALEXANDRE,17/12/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,HAZARD J JACQUES,28/01/2014,Repas,€25,,
SANOFI AVENTIS FRANCE,Médecin,HAZARD J JACQUES,09/07/2013,Restauration,€31,,
SANOFI AVENTIS FRANCE,Médecin,JARDIN PINAUD PASCALE,28/01/2014,Repas,€25,,
SANOFI AVENTIS FRANCE,Médecin,JARDIN PINAUD PASCALE,09/07/2013,Restauration,€31,,
SANOFI AVENTIS FRANCE,Médecin,JEAN EMMANUEL,11/03/2014,Repas,€49,,
SANOFI AVENTIS FRANCE,Médecin,KARADUMAN OKTAY,11/03/2014,Repas,€49,,
SANOFI AVENTIS FRANCE,Médecin,KARADUMAN OKTAY,17/12/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,LAPORTE FRANCOIS XAVIER,17/06/2014,Repas,€23,,
SANOFI AVENTIS FRANCE,Médecin,LEDAMOISEL LIONEL,15/04/2014,Repas,€53,,
SANOFI AVENTIS FRANCE,Médecin,LEDAMOISEL LIONEL,21/11/2013,Restauration,€46,,
SANOFI AVENTIS FRANCE,Médecin,LEFEBVRE BENJAMIN,10/12/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,LEGRAND JEAN FRANCOIS,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,MARRE DIDIER,17/10/2013,Restauration,€21,,
SANOFI AVENTIS FRANCE,Médecin,MARRE DIDIER,12/12/2013,Restauration,€21,,
SANOFI AVENTIS FRANCE,Médecin,MERRIEN JEAN FRANCOIS,15/04/2014,Repas,€53,,
SANOFI AVENTIS FRANCE,Médecin,MINGAM STEPHANE,11/03/2014,Repas,€49,,
SANOFI AVENTIS FRANCE,Médecin,MINGAM STEPHANE,17/12/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,MORAN ANGEL,26/03/2014,Hébergement,€331,,
SANOFI AVENTIS FRANCE,Médecin,MORAN ANGEL,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,MORAN ANGEL,26/03/2014,Inscription,€350,,
SANOFI AVENTIS FRANCE,Médecin,MORAN ANGEL,01/10/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Médecin,MORAN ANGEL,19/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,PAVLOVITCH JEAN MARC,04/04/2014,Hébergement,€196,,
SANOFI AVENTIS FRANCE,Médecin,PAVLOVITCH JEAN MARC,04/04/2014,Repas,€138,,
SANOFI AVENTIS FRANCE,Médecin,PAVLOVITCH JEAN MARC,04/04/2014,Transport,€252,,
SANOFI AVENTIS FRANCE,Médecin,PLAT RICHARD,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,PREVOST ERIC,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,RIQUIER RICHARD,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,ROSE DANIEL,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,SAPIN AUBOURG ANNE SOPHIE,12/12/2013,Restauration,€21,,
SANOFI AVENTIS FRANCE,Médecin,SAPIN AUBOURG ANNE SOPHIE,29/03/2014,Repas,€45,,
SANOFI AVENTIS FRANCE,Médecin,STELL PHILIPPE,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,THEVENIN GILLES,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,THEVENIN GILLES,18/10/2013,Restauration,€108,,
SANOFI AVENTIS FRANCE,Médecin,TIT ARGHAD,18/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Pharmacien,ALLAIRE NELLY,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Pharmacien,BOURDAIS VALERIE,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Pharmacien,BRUN SERGE,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CALAIS ALEXIA,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CHAMBROLAN MARINE,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COURTAUT AMELIE,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GRUEL VALERIE,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAMBERT CAROLINE,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LECOQ CHRISTELLE,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEMEUR LAURINE,08/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEVASSEUR VIRGINIE,08/04/2014,Repas,€12,,
SANOFI PASTEUR MSD SNC,Médecin,ARSENE J-PIERRE,13/02/2014,Repas,€32,,
SANOFI PASTEUR MSD SNC,Médecin,ARSENE J-PIERRE,13/02/2014,Transport,€850,,
SANOFI PASTEUR MSD SNC,Médecin,DEGRE FRANCOIS,28/11/2013,Repas,€60,,
SANOFI PASTEUR MSD SNC,Médecin,LANSE XAVIER,28/11/2013,Repas,€60,,
SANOFI PASTEUR MSD SNC,Médecin,LANSE XAVIER,13/02/2014,Repas,€32,,
SANOFI PASTEUR MSD SNC,Médecin,LANSE XAVIER,13/02/2014,Transport,€769,,
SEPTODONT SAS,Chirurgien-dentiste,CLERON PIERRE,26/01/2012,Autre,€250,,
SERF,Médecin,DEBEAUMONT BERNARD,22/06/2013,TRANSPORT-HEBERGEMENT,€317,,
SERF,Médecin,PIERRARD GUILLAUME,29/01/2013,REPAS,€41,,
SM EUROPE,Médecin,HOPITAL PRIVE DE L'ESTUAIRE HPE SERVICE D'URGENCES 4X MEDECINS,13/06/2014,Autre : Présentation matériel,€15,,
SM EUROPE,Technicien de laboratoire médical,OXYPHARM OXYPHARM,09/04/2014,Autre : RELATION COMMERCIALE,€35,,
S.O.S. OXYGENE NORMANDIE,Médecin,BLANCHARD BENOIT,20/01/2014,Inscription,€450,,
S.O.S. OXYGENE NORMANDIE,Médecin,BLANCHARD BENOIT,06/04/2014,Hébergement,€331,,
S.O.S. OXYGENE NORMANDIE,Médecin,BLANCHARD BENOIT,04/04/2014,Repas,€55,,
S.O.S. OXYGENE NORMANDIE,Médecin,BLANCHARD BENOIT,04/04/2014,Repas,€21,,
STALLERGENES SA,Médecin,LECLERCQ VERONIQUE,03/10/2013,HEBERGEMENT,€429,,
STALLERGENES SA,Médecin,LECLERCQ VERONIQUE,19/07/2013,REPAS,€35,,
STALLERGENES SA,Médecin,LECLERCQ VERONIQUE,03/10/2013,REPAS,€420,,
STALLERGENES SA,Médecin,LECLERCQ VERONIQUE,03/10/2013,TRANSPORT,€406,,
Takeda France,Médecin,ALLOUC Herve,17/03/2014,REPAS,€31,,
Takeda France,Médecin,ALLOUC Herve,15/05/2014,REPAS,€53,,
Takeda France,Médecin,ALLOUC Herve,06/01/2014,REPAS,€22,,
Takeda France,Médecin,ANTIPHON Patrick,06/01/2014,REPAS,€22,,
Takeda France,Médecin,ANTIPHON PATRICK,16/05/2014,Hébergement,"€1,260",,
Takeda France,Médecin,ANTIPHON PATRICK,16/05/2014,Inscription,€629,,
Takeda France,Médecin,ANTIPHON PATRICK,16/05/2014,Repas,€240,,
Takeda France,Médecin,MORAN Angel,06/01/2014,REPAS,€22,,
Takeda France,Médecin,MORAN Angel,17/03/2014,REPAS,€31,,
TEVA SANTE SAS,Infirmier,BAILLEUL MURIEL,31/03/2014,REPAS,€11,,
TEVA SANTE SAS,Infirmier,BOCQUEL SOPHIE,31/03/2014,REPAS,€11,,
TEVA SANTE SAS,Infirmier,HAUCHECORNE CELINE,31/03/2014,REPAS,€11,,
TEVA SANTE SAS,Infirmier,MEREL ALEXANDRA,31/03/2014,REPAS,€11,,
TEVA SANTE SAS,Médecin,GODET ALAIN,27/06/2014,REPAS,€33,,
TEVA SANTE SAS,Médecin,GODET ALAIN,10/01/2014,REPAS,€41,,
TEVA SANTE SAS,Médecin,GODET ALAIN,05/02/2014,REPAS,€38,,
TEVA SANTE SAS,Médecin,GODET ALAIN,22/11/2013,REPAS,€39,,
TEVA SANTE SAS,Médecin,LECLERCQ VERONIQUE,22/11/2013,REPAS,€39,,
TEVA SANTE SAS,Médecin,LECLERCQ VERONIQUE,19/06/2014,REPAS,€33,,
TEVA SANTE SAS,Médecin,LEDAMOISEL LIONEL,10/01/2014,REPAS,€41,,
TEVA SANTE SAS,Médecin,LE GALLO CATHERINE,11/06/2014,REPAS,€37,,
TEVA SANTE SAS,Médecin,MINGAM STEPHANE,22/11/2013,REPAS,€39,,
TEVA SANTE SAS,Médecin,MINGAM STEPHANE,05/11/2013,REPAS,€45,,
TEVA SANTE SAS,Médecin,MINGAM STEPHANE,01/10/2013,REPAS,€57,,
TEVA SANTE SAS,Médecin,MORAN ANGEL,31/03/2014,REPAS,€11,,
TEVA SANTE SAS,Médecin,PAVLOVITCH JEAN MARC,31/03/2014,REPAS,€11,,
TEVA SANTE SAS,Pharmacien,FIRMIN AGNES,07/02/2014,REPAS,€57,,
TEVA SANTE SAS,Sage-femme,COURAUD ARMELLE,01/10/2013,REPAS,€57,,
TEVA SANTE SAS,Sage-femme,POULAIN STEPHANIE,01/10/2013,REPAS,€57,,
THERABEL LUCIEN PHARMA,Médecin,ABEHSERRA JACQUES,17/03/2013,HOSPITALITE,€428,,
THERABEL LUCIEN PHARMA,Médecin,CASAUX DOMINIQUE,21/02/2014,REPAS,€50,,
THERABEL LUCIEN PHARMA,Médecin,CHAMAYOU JACQUES,24/06/2014,REPAS,€26,,
THERABEL LUCIEN PHARMA,Médecin,GODET ALAIN,26/02/2014,REPAS,€31,,
THERABEL LUCIEN PHARMA,Médecin,HAUGUEL ALEXANDRE,15/04/2014,REPAS,€23,,
THERABEL LUCIEN PHARMA,Médecin,HAUGUEL ALEXANDRE,26/11/2013,REPAS,€21,,
THERABEL LUCIEN PHARMA,Médecin,LECLERCQ VERONIQUE,04/04/2013,REPAS,€23,,
THERABEL LUCIEN PHARMA,Médecin,LECLERCQ VERONIQUE,17/05/2014,HOSPITALITE,€152,,
THERABEL LUCIEN PHARMA,Médecin,LECLERCQ VERONIQUE,26/06/2014,REPAS,€26,,
THERABEL LUCIEN PHARMA,Médecin,LECLERCQ VERONIQUE,18/05/2014,HOSPITALITE,€152,,
THERABEL LUCIEN PHARMA,Médecin,LEDAMOISEL LIONEL,23/05/2014,REPAS,€31,,
THERABEL LUCIEN PHARMA,Médecin,LOUEDIN CATHERINE,27/06/2014,REPAS,€36,,
THERABEL LUCIEN PHARMA,Médecin,MINGAM STEPHANE,15/04/2014,REPAS,€23,,
THERABEL LUCIEN PHARMA,Médecin,MINGAM STEPHANE,26/11/2013,REPAS,€21,,
THERABEL LUCIEN PHARMA,Médecin,MINGAM STEPHANE,28/01/2014,REPAS,€32,,
THERABEL LUCIEN PHARMA,Médecin,MORAN ANGEL,23/05/2013,REPAS,€16,,
THERABEL LUCIEN PHARMA,Médecin,PAVLOVITCH JEAN MARC,23/05/2013,REPAS,€16,,
THERABEL LUCIEN PHARMA,Médecin,RUELLAN KATELL,15/04/2014,REPAS,€50,,
THERADIAL SAS,Médecin,AMARIA RACHID,27/08/2013,REPAS,€23,,
THERADIAL SAS,Médecin,AMARIA RACHID,23/04/2014,REPAS,€29,,
THERADIAL SAS,Médecin,AMARIA RACHID,09/12/2013,REPAS,€39,,
THUASNE,Pharmacien,JOURNEL XAVIER,09/04/2014,REPAS,€31,,
THUASNE,Pharmacien,VASSE-LESNE ALEXANDRINE,09/04/2014,REPAS,€31,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FONTAIN HELENE,09/04/2014,REPAS,€31,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GAINCHE CELINE,09/04/2014,REPAS,€31,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEBRUN ANTOINE,09/04/2014,REPAS,€31,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PLUGOUEN CATHERINE,09/04/2014,REPAS,€31,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SAIZ ALEXANDRE,09/04/2014,REPAS,€31,,
TORNIER,Infirmier,ADE CECILE,28/02/2014,Autre : Invit.Restaurant clients,€17,,
TORNIER,Infirmier,ADE CECILE,31/10/2013,Autre : Invit.Restaurant clients,€31,,
TORNIER,Infirmier,BENHARED SOFIA,31/10/2013,Autre : Invit.Restaurant clients,€31,,
TORNIER,Infirmier,DESCHAMPS MARIE-MATHILDE,28/02/2014,Autre : Invit.Restaurant clients,€17,,
TORNIER,Infirmier,ROMAIN NATHALIE,06/01/2014,Autre : Voyages et deplacements,€99,,
TORNIER,Médecin,COURAGE OLIVIER,12/05/2013,Autre : Invit.Restaurant clients,€106,,
TORNIER,Médecin,COURAGE OLIVIER,01/06/2013,Autre : Invit.Restaurant clients,€112,,
TORNIER,Médecin,COURAGE OLIVIER,11/06/2013,Autre : Voyages & déplacements clients,€56,,
TORNIER,Médecin,COURAGE OLIVIER,28/02/2014,Autre : Invit.Restaurant clients,€17,,
TORNIER,Médecin,COURAGE OLIVIER,14/10/2013,Autre : Invit.Restaurant clients,€104,,
TORNIER,Médecin,COURAGE OLIVIER,21/11/2013,Autre : Invit.Restaurant clients,€24,,
TORNIER,Médecin,COURAGE OLIVIER,11/11/2013,Autre : hébergement client,€275,,
TORNIER,Médecin,COURAGE OLIVIER,11/11/2013,Autre : Invit.Restaurant clients,€53,,
TORNIER,Médecin,COURAGE OLIVIER,11/11/2013,Autre : hébergement client,€275,,
TORNIER,Médecin,COURAGE OLIVIER,11/03/2014,Autre : hébergement client,€217,,
TORNIER,Médecin,COURAGE OLIVIER,11/03/2014,Autre : hébergement client,€602,,
TORNIER,Médecin,COURAGE OLIVIER,05/03/2014,Autre : Voyages & déplacements clients,€137,,
TORNIER,Médecin,COURAGE OLIVIER,28/02/2014,Autre : Invit.Restaurant clients,€17,,
TORNIER,Médecin,COURAGE OLIVIER,11/11/2013,Autre : hébergement client,€275,,
TORNIER,Médecin,COURAGE OLIVIER,21/11/2013,Autre : Invit.Restaurant clients,€24,,
TORNIER,Médecin,COURAGE OLIVIER,11/11/2013,Autre : Invit.Restaurant clients,€53,,
TORNIER,Médecin,COURAGE OLIVIER,01/06/2013,Autre : Invit.Restaurant clients,€112,,
TORNIER,Médecin,COURAGE OLIVIER,11/11/2013,Autre : hébergement client,€275,,
TORNIER,Médecin,COURAGE OLIVIER,14/10/2013,Autre : Invit.Restaurant clients,€104,,
TORNIER,Médecin,COURAGE OLIVIER,11/11/2013,Autre : hébergement client,€275,,
TORNIER,Médecin,COURAGE OLIVIER,11/11/2013,Autre : hébergement client,€275,,
TORNIER,Médecin,COURAGE OLIVIER,11/06/2013,Autre : Voyages & déplacements clients,€56,,
TORNIER,Médecin,DEBEAUMONT BERNARD,01/06/2013,Autre : Invit.Restaurant clients,€172,,
TORNIER,Médecin,DEBEAUMONT BERNARD,11/11/2013,Autre : hébergement client,€275,,
TORNIER,Médecin,DEBEAUMONT BERNARD,28/02/2014,Autre : Invit.Restaurant clients,€17,,
TORNIER,Médecin,DEBEAUMONT BERNARD,27/01/2014,Autre : Restauration,€63,,
TORNIER,Médecin,DEBEAUMONT BERNARD,11/11/2013,Autre : Voyages & déplacements clients,€94,,
TORNIER,Médecin,DEBEAUMONT BERNARD,11/11/2013,Autre : hébergement client,€260,,
TORNIER,Médecin,PIERRARD GUILLAUME,12/05/2013,Autre : Restauration client,€206,,
TORNIER,Médecin,PIERRARD GUILLAUME,20/06/2013,Autre : Invit.Restaurant clients,€204,,
TORNIER,Médecin,PIERRARD GUILLAUME,12/05/2013,Autre : Restauration client,€206,,
TORNIER,Médecin,PIERRARD GUILLAUME,12/05/2013,Autre : Voyages & déplacements clients,"€2,091",,
Zambon France,Médecin,ABEHSERRA JACQUES,20/06/2014,Repas,€46,,
Zambon France,Médecin,LECLERCQ VERONIQUE,21/09/2013,Hébergement,€174,,
Zambon France,Médecin,LECLERCQ VERONIQUE,21/09/2013,Repas,€146,,
Zambon France,Médecin,LECLERCQ VERONIQUE,12/06/2014,Repas,€25,,
Zambon France,Médecin,LECLERCQ VERONIQUE,08/04/2014,Repas,€30,,
Zambon France,Médecin,LEDAMOISEL LIONEL,17/06/2014,Repas,€25,,
Zambon France,Médecin,LE GALLO CATHERINE,06/06/2014,Repas,€40,,
Zambon France,Médecin,LOUEDIN CATHERINE,06/06/2014,Repas,€40,,
Zambon France,Médecin,RUELLAN KATELL,08/04/2014,Repas,€30,,
Zambon France,Médecin,YTHIER BERNARD,20/06/2014,Repas,€46,,
Zimmer Dental SAS,Chirurgien-dentiste,BONY REROLLE SUZANNE,05/11/2013,REPAS,€26,,
Zimmer Dental SAS,Chirurgien-dentiste,BONY REROLLE SUZANNE,13/06/2014,REPAS,€31,,
Zimmer Dental SAS,Chirurgien-dentiste,BONY- REROLLE SUZANNE,19/05/2014,REPAS,€39,,
Zimmer Dental SAS,Chirurgien-dentiste,BORG ELODIE,13/06/2014,REPAS,€31,,
