3M France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEVISMES CHARLOTTE,19/11/2013,REPAS,€13,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONSAILLE JULIETTE,29/11/2013,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONSAILLE JULIETTE,12/02/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONSAILLE JULIETTE,02/04/2013,Hospitalite,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONSAILLE JULIETTE,18/01/2013,Hospitalite,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONSAILLE JULIETTE,07/03/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RAINARD MARCELLINI MONIQUE,23/11/2012,Hospitalité,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RAINARD MARCELLINI MONIQUE,05/04/2013,Hospitalite,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSSANT LYONEL,06/06/2012,Transport,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSSANT LYONEL,17/04/2014,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSSANT LYONEL,06/06/2012,Hospitalité,"€1,390",,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSSANT LYONEL,06/06/2012,Inscription,€270,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,19/03/2013,Hospitalite,€162,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,21/04/2014,TRANSPORT,€247,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,10/12/2013,HEBERGEMENT,€380,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,21/04/2014,TRANSPORT,€332,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,18/10/2013,REPAS,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,21/04/2014,TRANSPORT,€247,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,18/10/2013,REPAS,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,21/04/2014,TRANSPORT,€164,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,18/10/2013,HEBERGEMENT,€160,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,21/04/2014,TRANSPORT,€337,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,10/12/2013,HEBERGEMENT,€380,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,21/04/2014,TRANSPORT,€221,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,10/12/2013,HEBERGEMENT,€660,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,21/04/2014,TRANSPORT,€163,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,07/06/2013,Hospitalite,€244,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,21/04/2014,TRANSPORT,€197,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,27/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSTAIN GILLES,10/04/2014,REPAS,€64,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROTHIER MARTINE,03/07/2012,Hospitalité,€131,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROTHIER MARTINE,03/07/2012,Transport,€142,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL JP,01/10/2013,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,14/02/2014,REPAS,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,18/04/2014,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,11/05/2012,Hospitalité,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,22/03/2013,Hospitalite,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,11/05/2012,Hospitalité,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,31/05/2013,Hospitalite,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,29/06/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,21/06/2013,Hospitalite,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,28/09/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,18/04/2014,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,27/01/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSEL OLIVIER,04/04/2014,REPAS,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAADA ESMA,03/10/2013,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAINT PAUL MARIE,01/10/2013,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAMAK ALEXANDRE,13/02/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAUZE STEPHANIE,13/04/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAUZE STEPHANIE,21/03/2014,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAUZE STEPHANIE,12/12/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAUZE STEPHANIE,18/01/2013,Hospitalite,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAUZE STEPHANIE,07/06/2013,Hospitalite,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEBAG EVELYNE,15/07/2013,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEBAG EVELYNE,28/06/2013,Hospitalite,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEBAG EVELYNE,24/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEBAG EVELYNE,30/04/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEBAG EVELYNE,20/11/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEBAG EVELYNE,20/03/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEBAG EVELYNE,13/12/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEBAG EVELYNE,31/01/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SELLAM ERIC,13/12/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SELLAM MONCHEAUX VALERIE,07/03/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SINGEORZAN MICHAELA,26/04/2012,Hospitalité,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SUQUET GILLES,03/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TARDIVET LAURENT,08/03/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TARDIVET LAURENT,12/12/2013,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TERRIER GERARD,14/02/2012,Hospitalité,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TERRIER GERARD,23/05/2013,Hospitalite,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TERRIER GERARD,30/04/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THAON JEAN FRANCOIS,04/10/2013,REPAS,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THAON JEAN FRANCOIS,03/05/2013,Hospitalite,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THAON JEAN FRANCOIS,29/11/2013,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THAON JEAN FRANCOIS,13/06/2014,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THAON JEAN FRANCOIS,04/05/2012,Hospitalité,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THAON JEAN FRANCOIS,28/02/2014,REPAS,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THAON JEAN FRANCOIS,02/02/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THOMAS WILLIAM,17/04/2014,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THOMAS WILLIAM,26/11/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,THOMAS WILLIAM,18/10/2012,Hospitalité,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TORDJMAN JEAN BERNARD,15/07/2013,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TORDJMAN JEAN BERNARD,21/02/2013,Hospitalite,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TOURET BERNARD,23/05/2013,Hospitalite,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TOURET BERNARD,18/10/2012,Hospitalité,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TOURET BERNARD,17/04/2014,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TOURET BERNARD,11/12/2012,Hospitalité,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TOURET BERNARD,14/02/2012,Hospitalité,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TRAN XAVIER,25/09/2013,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TRAN XAVIER,22/05/2013,Hospitalite,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TREFFERT PASCALE,12/12/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TROJMAN JEAN,24/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TROJMAN JEAN,18/10/2012,Hospitalité,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,10/02/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,13/06/2013,Hospitalite,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,16/07/2012,Hospitalité,€538,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,13/02/2013,Inscription,€280,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,16/07/2012,Transport,€171,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,16/07/2012,Inscription,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,13/06/2013,Hospitalite,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,16/07/2012,Hospitalité,€538,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALFORT MARIE CHANTAL,16/07/2012,Transport,€171,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALLICIONI JACQUES,08/11/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALLICIONI JACQUES,16/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VALLICIONI JACQUES,01/06/2012,Hospitalité,€33,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VAN DER SCHUEREN EVE,17/04/2012,Hospitalité,€59,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VANOTTI SANDRA,14/05/2013,Hospitalite,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VELEMIR LUKA,22/05/2013,Hospitalite,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VELEMIR LUKA,27/11/2013,REPAS,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGNY VERGINE ISABELLE,23/10/2012,Hospitalité,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGNY VERGINE ISABELLE,31/01/2014,TRANSPORT,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGNY VERGINE ISABELLE,16/10/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGNY VERGINE ISABELLE,31/01/2014,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGNY VERGINE ISABELLE,16/05/2013,Hospitalite,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGNY VERGINE ISABELLE,31/01/2014,TRANSPORT,€111,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGNY VERGINE ISABELLE,14/02/2013,Hospitalite,€15,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGNY VERGINE ISABELLE,13/12/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIVINUS SERGE,23/11/2012,Hospitalité,€20,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VON HOVEN ANNE,26/06/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VON HOVEN ANNE,26/06/2013,Hospitalite,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WALCHER MARIE CHRISTINE,10/02/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WALCHER MARIE CHRISTINE,13/06/2013,Hospitalite,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WALCHER MARIE CHRISTINE,16/07/2012,Hospitalité,€473,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WALCHER MARIE CHRISTINE,16/07/2012,Transport,€300,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WALCHER MARIE CHRISTINE,16/07/2012,Inscription,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,07/05/2013,Hospitalite,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,15/07/2013,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,29/05/2013,Hospitalite,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,20/03/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,31/01/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,30/01/2014,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,13/12/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,06/12/2012,Hospitalité,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,11/10/2012,Hospitalité,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WORTMAN JEAN JOSEPH,10/07/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZEANANDIN GILBERT,05/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZERBIB JEAN LUC,02/11/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZERBIB PHILIPPE,05/06/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZERBIB PHILIPPE,12/03/2013,Hospitalite,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZERBIB PHILIPPE,05/06/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZERBIB PHILIPPE,24/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ALINE BABE,27/03/2014,REPAS,€45,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ALINE BABE,27/03/2014,HEBERGEMENT,€143,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ALINE BABE,26/03/2014,TRANSPORT,€592,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ALINE BABE,28/03/2014,REPAS,€45,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ALINE BABE,27/03/2014,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,AUGUSTE VALERIE,27/05/2013,Transport,€405,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,AUGUSTE VALERIE,14/12/2012,Transport,€242,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,COHEN MICHAEL,02/05/2013,Hospitalite,€48,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,COUTURIER BERTRAND,13/02/2014,REPAS,€26,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,FARACCO BONNIER PASCALE,12/05/2014,REPAS,€32,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,FOLLANA PHILIPPE,01/06/2012,Inscription,€659,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,FOLLANA PHILIPPE,01/06/2012,Hospitalité,"€2,605",,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,FOLLANA PHILIPPE,01/06/2012,Transport,€115,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,PONT FREDERIC,05/09/2013,REPAS,€29,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,RICCI ANNIE,12/06/2014,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,RICCI ANNIE,14/06/2012,Hospitalité,€37,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,SETBON LAURENT,02/05/2013,Hospitalite,€48,,
Laboratoire Innothera,Autres types de personne morale,ENERGIE MEDICAL,12/12/2013,CADEAUX,€26,,
Laboratoire Innothera,Autres types de personne morale,LA PHARMACIE MERCIER,20/12/2013,CADEAUX,€26,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE BERGEL,12/12/2013,CADEAUX,€26,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE JOSEPH GARNIER,20/12/2013,CADEAUX,€26,,
Laboratoire Innothera,Pharmacien,DUPONCHEL GUILLAUME,13/12/2013,REPAS,€47,,
Laboratoire Innothera,Pharmacien,ROSTAIN BRIGITTE,13/02/2014,REPAS,€10,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ARTINIAN THAIS,13/12/2013,REPAS,€47,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RIMA SYLVIE,13/02/2014,REPAS,€10,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROCHE VÉRONIQUE,13/02/2014,REPAS,€10,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SCHANNES LUCILE,13/12/2013,REPAS,€47,,
LABORATOIRE JALDES,Médecin,Adda Alice,26/09/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Beranger Philippe,26/09/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Caujolle Isabelle,19/07/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Chekroun Laurence,27/09/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Dominique Dubois,27/03/2014,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Elisabeth Maschi-Remy,14/05/2014,Autre : [ECHANTILLON],€22,,
LABORATOIRE JALDES,Médecin,Joëlle Huiart-Laporte,14/05/2014,Autre : [ECHANTILLON],€22,,
LABORATOIRE JALDES,Médecin,Morel-Mandrino Patricia,05/11/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Morgen Alain,29/10/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Padilla Jean-Michel,19/07/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Padilla Jean-Michel,29/10/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Palmaro Jean Claude,15/10/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Passeron Alain,11/12/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Rostain Gilles,20/12/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Rostain Gilles,19/07/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Tran Van Minh NULL,29/10/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE MENE ET MOY,Médecin,BARBOLOSI JACQUES,25/11/2013,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,BENGHOZI GERARD,11/04/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,BENGHOZI GERARD,28/04/2014,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,BENGHOZI GERARD,28/04/2014,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,BENGHOZI GERARD,17/06/2014,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,CAUJOLLE ISABELLE,29/11/2013,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,CAUJOLLE ISABELLE,06/09/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,CLAVE MICHELINE,23/09/2013,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,CLAVE MICHELINE,23/09/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,CLAVE MICHELINE,23/09/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,CLAVE MICHELINE,02/06/2014,cadeaux,€11,,
LABORATOIRE MENE ET MOY,Médecin,DE RIVOYRE CATHERINE,14/05/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,DE RIVOYRE CATHERINE,01/04/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,DE RIVOYRE CATHERINE,14/05/2014,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,DE RIVOYRE CATHERINE,15/01/2014,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,DE RIVOYRE CATHERINE,01/04/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,DE-RIVOYRE CATHERINE,23/10/2013,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,DE-RIVOYRE CATHERINE,23/10/2013,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,FABIANI ISABELLE,10/02/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,FABIANI ISABELLE,12/09/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,FABIANI ISABELLE,29/11/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,FABIANI ISABELLE,29/11/2013,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,FABIANI ISABELLE,12/09/2013,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,FOUQUE PARACHINI LINDA,15/04/2014,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,FOUQUE PARACHINI LINDA,15/04/2014,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,FOUQUE-PARACHINI LINDA,17/09/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,FOUQUE-PARACHINI LINDA,17/09/2013,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,GARCIA HANEZ GHISLAINE,05/05/2014,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,GARCIA-HANEZ GHISLAINE,17/10/2013,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,GARCIA-HANEZ GHISLAINE,17/10/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,GHIO DOMINIQUE,15/01/2014,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,GIAUME VIOLAINE,17/06/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,GUIGUET CHRISTIAN,09/09/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,GUIGUET CHRISTIAN,18/11/2013,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,GUIGUET CHRISTIAN,18/11/2013,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,KLIFA CHOISY MARIE,20/06/2014,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,KLIFA CHOISY MARIE,20/06/2014,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,LARROUY JEANCLAUDE,17/06/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,LARROUY JEANCLAUDE,17/06/2014,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,LARROUY JEANCLAUDE,17/06/2014,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,LARROUY JEAN-CLAUDE,02/12/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,LARROUY JEAN-CLAUDE,02/12/2013,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,NARAGHI ANTOINE,27/05/2014,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,ODASSO GILBERT,19/11/2013,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,ODASSO GILBERT,20/06/2014,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,ODASSO GILBERT,17/12/2013,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,ODASSO GILBERT,29/10/2013,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,OSTA ISMAT,08/01/2014,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,OSTA ISMAT,28/04/2014,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,OSTA ISMAT,24/06/2014,cadeaux,€18,,
LABORATOIRE MENE ET MOY,Médecin,PALMARO JEANCLAUDE,29/01/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,PALMARO JEANCLAUDE,31/03/2014,cadeaux,€27,,
LABORATOIRE MENE ET MOY,Médecin,PALMARO JEANCLAUDE,31/03/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,PALMARO JEANCLAUDE,31/03/2014,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,PALMARO JEANCLAUDE,31/03/2014,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,ROSTAIN GILLES,29/01/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,ROSTANE SORAYA,11/06/2014,cadeaux,€23,,
LABORATOIRE MENE ET MOY,Médecin,ROSTANE SORAYA,11/06/2014,cadeaux,€27,,
LABORATOIRE NOVEX PHARMA,Infirmier,ANGELI MARIE-PIERRE,05/04/2013,Hébergement,€210,,
LABORATOIRE NOVEX PHARMA,Infirmier,ANGELI MARIE-PIERRE,05/04/2013,Repas,€60,,
