3M France,Pharmacien,RAVENEAU EDDY,26/03/2014,REPAS,€36,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOLINIER PASCAL,11/01/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Sage-femme,FOURNES MARAVAL MARIE PAULE,31/05/2012,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Sage-femme,VIALLE VERONIQUE,31/05/2012,Restauration,€22,,
Prodition,Audioprothésiste,TOUPY MARLINE,21/04/2014,Repas,€20,,
PROTHEOS SA,Infirmier,PHELIZON CHRISTOPHE,11/11/2013,HOSPITALITE,€476,,
PROTHEOS SA,Infirmier,PHELIZON ISABELLE,13/11/2013,REPAS,€70,,
PROTHEOS SA,Médecin,ASLOUM YOUCEF,26/09/2013,REPAS,€41,,
PROTHEOS SA,Médecin,NTIBATUMAKAMWE CLEMENT,08/10/2013,REPAS,€21,,
PROTHEOS SA,Médecin,ZAHMOUL FAOUZI,11/11/2013,HOSPITALITE,"€1,408",,
PROTHEOS SA,Médecin,ZAHMOUL FAOUZI,26/09/2013,REPAS,€41,,
PROTHEOS SA,Médecin,ZAHMOUL FAOUZI,11/03/2014,HOSPITALITE,"€2,623",,
RANBAXY PHARMACIE GENERIQUES,Pharmacien,BUGEAUD Damien,17/06/2014,Repas,€27,,
RANBAXY PHARMACIE GENERIQUES,Pharmacien,DEGABRIEL Brigitte,18/12/2013,Repas,€51,,
RANBAXY PHARMACIE GENERIQUES,Pharmacien,GODE Elisabeth,23/04/2014,Repas,€23,,
RANBAXY PHARMACIE GENERIQUES,Pharmacien,GODE Elisabeth,18/12/2013,Repas,€51,,
RANBAXY PHARMACIE GENERIQUES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DELMAS Frédéric,18/12/2013,Repas,€51,,
RANBAXY PHARMACIE GENERIQUES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARQUEZ Nathalie,18/12/2013,Repas,€51,,
RESEARCH NOW SAS,Médecin,KERN CHRISTIAN,28/09/2013,enquête,€19,,
RIVORTHO,Médecin,HARISBOURE ALAIN,28/01/2013,HEBERGEMENT,€113,,
ROCHE DIAGNOSTICS FRANCE,Médecin,COMAS JEAN-MARC,29/11/2013,HEBERGEMENT,€170,,
ROCHE DIAGNOSTICS FRANCE,Médecin,COMAS JEAN-MARC,29/11/2013,AUTRE : INSCRIPTION,€210,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,BERNARD HELENE,08/04/2014,REPAS,€23,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,ETTORI URSULA,08/04/2014,REPAS,€23,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,PEYRAUD CECILE,08/04/2014,REPAS,€23,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,SERINGE CELINE,08/04/2014,REPAS,€23,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CARNEL VALERIE,08/04/2014,REPAS,€23,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CASIER MARION,08/04/2014,REPAS,€23,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,JUIN ALEXANDRA,08/04/2014,REPAS,€23,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOLINIER PASCAL,08/04/2014,REPAS,€23,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROUCHEYROLLES PATRICIA,08/04/2014,REPAS,€23,,
ROCHE SAS,Médecin,ANGALA NGAPORO RENE CESAR,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,BEAUCHAMP CHRISTINE,15/03/2013,Hébergement,€161,,
ROCHE SAS,Médecin,BEAUCHAMP CHRISTINE,14/03/2013,Hébergement,€161,,
ROCHE SAS,Médecin,CARRIER MARIE,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,CARRIER MARIE,14/04/2014,Repas,€25,,
ROCHE SAS,Médecin,COLINET DE GRAEVE MARIE CLAUDE,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,DUBAYLE PIERRE,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,DUBOIS ANNE,14/05/2014,Repas,€49,,
ROCHE SAS,Médecin,DUBOIS ANNE,12/05/2014,Repas,€18,,
ROCHE SAS,Médecin,DUBOIS BRONNIMANN ANNE,08/10/2013,Repas,€28,,
ROCHE SAS,Médecin,GELY GHISLAIN,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,LAVIGNAC CAROLINE,14/04/2014,Repas,€25,,
ROCHE SAS,Médecin,LAVIGNAC CAROLINE,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,LIARD MEILLON MARIE ELISABETH,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,LOPEZ STEPHANIE,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,MAGHIA REMI,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,PETREA INGRID,10/04/2014,Repas,€55,,
ROCHE SAS,Médecin,POPA LUCIANA,12/05/2014,Repas,€18,,
ROCHE SAS,Médecin,POPA LUCIANA,15/02/2014,Repas,€42,,
ROCHE SAS,Médecin,POPA LUCIANA,14/05/2014,Repas,€49,,
ROCHE SAS,Médecin,POPA LUCIANA,07/01/2014,Repas,€47,,
ROCHE SAS,Médecin,POPA LUCIANA,08/10/2013,Repas,€28,,
ROCHE SAS,Médecin,VERBIER NANEIX CHRISTINE,10/04/2014,Repas,€55,,
ROTTAPHARM SAS,Médecin,EL JAMAL SEBASTIEN,28/11/2013,AUTRE: DEJEUNER/DEJEUNER,€29,,
ROTTAPHARM SAS,Médecin,FORTUNE GERARD,19/02/2014,EPU/FMC,€50,,
ROTTAPHARM SAS,Médecin,KNAPOVA IVANA,18/06/2013,EPU/REPAS,€55,,
ROTTAPHARM SAS,Médecin,KOHLER HERVE,19/02/2014,EPU/FMC,€50,,
ROTTAPHARM SAS,Médecin,REBEYROL SERGE,19/02/2014,EPU/FMC,€50,,
ROTTAPHARM SAS,Médecin,ROYER BERNARD,19/02/2014,EPU/FMC,€50,,
ROTTAPHARM SAS,Médecin,XAVIER PATRICK,19/02/2014,EPU/FMC,€50,,
SANDOZ,Pharmacien,SEGUY BENOIT,18/10/2013,REPAS,€24,,
SANOFI AVENTIS FRANCE,Médecin,GARCIA CLAIRE,30/01/2014,Repas,€31,,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,18/04/2014,Repas,€24,,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,22/09/2013,Restauration,€60,,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,22/09/2013,Hébergement,"€1,128",,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,20/05/2014,Repas,€45,,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,11/10/2013,Restauration,€21,,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,22/09/2013,Frais d'inscription à une réunion scientifique,€550,,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,11/04/2014,Repas,€28,,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,22/09/2013,Restauration,€60,,
SANOFI AVENTIS FRANCE,Médecin,LOPEZ STEPHANIE,11/10/2013,Restauration,€21,,
SANOFI AVENTIS FRANCE,Médecin,MALLET RICHARD,07/11/2013,Restauration,€45,,
SANOFI AVENTIS FRANCE,Médecin,ROUVELOUP TRONCHE FRANCOISE,31/01/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,ROYER BERNARD,31/01/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,BEGUE NATHALIE,23/05/2014,Repas,€31,,
SANOFI AVENTIS FRANCE,Pharmacien,COUREL CECILE,10/03/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,COURSELAUD GILBERT,23/05/2014,Repas,€31,,
SANOFI AVENTIS FRANCE,Pharmacien,FOUCAUD ALEXIA,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Pharmacien,FOUCAUD ALEXIA,10/09/2013,Restauration,€19,,
SANOFI PASTEUR MSD SNC,Médecin,BOUVOT CATHERINE,28/11/2013,Repas,€52,,
SANOFI PASTEUR MSD SNC,Médecin,QUILEZ DANIEL,27/06/2013,Repas,€51,,
SANOFI PASTEUR MSD SNC,Médecin,SARGUEIL FRANCOIS,14/11/2013,Repas,€45,,
SHIRE France S.A.,Chirurgien-dentiste,BLINET FRANÇOIS,03/06/2014,Repas,€27,,
SHIRE France S.A.,Chirurgien-dentiste,JACON AMÉDÉ,03/06/2014,Repas,€27,,
SHIRE France S.A.,Chirurgien-dentiste,PRUNIERES NATHALIE,03/06/2014,Repas,€27,,
SHIRE France S.A.,Chirurgien-dentiste,PRUNIERES PATRICK,03/06/2014,Repas,€27,,
SHIRE France S.A.,Médecin,BACH VINCENT,04/04/2014,Repas,€284,,
SHIRE France S.A.,Médecin,BACH VINCENT,19/12/2013,Repas,€54,,
SHIRE France S.A.,Médecin,BOUDET REMI,13/11/2013,Repas,€22,,
SHIRE France S.A.,Médecin,DEMAUX LAGRANGE MARIE ANNE,03/06/2014,Repas,€27,,
SHIRE France S.A.,Médecin,HARANT STEPAN,27/09/2013,Repas,€18,,
SHIRE France S.A.,Médecin,MANESCU MARIA,17/07/2013,Repas,€20,,
SHIRE France S.A.,Médecin,SABOUREAU ANNE,19/12/2013,Repas,€54,,
SIEMENS AUDIOLOGIE,Audioprothésiste,LEGUEVACQUES REGIS,04/04/2014,AUTRE : [CONGRES_2014],€45,,
SIEMENS AUDIOLOGIE,Audioprothésiste,MENARD NATHALIE,31/01/2014,AUTRE : [BOISSON],€21,,
SIEMENS AUDIOLOGIE,Audioprothésiste,TOUPY MARYLIN,31/01/2014,AUTRE : [BOISSON],€21,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,AUDREUIL GHISLAINE,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOUCHET MARTINE,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CASIER MARION,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COPY SEBASTIEN,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,JUIN ALEXANDRE,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAFARGUE CATHERINE,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOLINIER PASCAL,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SIMON EMMANUEL,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,THOMAS MARIE,13/03/2014,CADEAUX,€50,,
SIGVARIS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VALETTE AURORE,13/03/2014,CADEAUX,€50,,
SORIN GROUP FRANCE,Etablissement de santé,CLINIQUE LES CEDRES,31/12/2013,Autre [Prêt Equipment/Matériel],€851,,
SORIN GROUP FRANCE,Médecin,Espaliat Eric,20/09/2013,Repas,€41,,
SORIN GROUP FRANCE,Médecin,Espaliat Eric,20/09/2013,Transport,€345,,
SORIN GROUP FRANCE,Médecin,SCHUE PATRICK,16/01/2014,Repas,€52,,
SORIN GROUP FRANCE,Médecin,Yadouleton Cossi Virgile,04/10/2013,Hébergement,€210,,
SORIN GROUP FRANCE,Médecin,Yadouleton Cossi Virgile,04/10/2013,Transport,€586,,
SORIN GROUP FRANCE,Médecin,Yadouleton Cossi Virgile,04/10/2013,Repas,€41,,
STALLERGENES SA,Médecin,BENSLIMANE SAMIR,26/09/2013,REPAS,€37,,
STALLERGENES SA,Médecin,BENSLIMANE SAMIR,16/12/2013,REPAS,€14,,
STALLERGENES SA,Médecin,BENSLIMANE SAMIR,03/09/2013,REPAS,€19,,
STALLERGENES SA,Médecin,BENSLIMANE SAMIR,26/09/2013,INSCRIPTION,€400,,
STALLERGENES SA,Médecin,BENSLIMANE SAMIR,18/03/2014,REPAS,€17,,
STALLERGENES SA,Médecin,BENSLIMANE SAMIR,25/09/2013,REPAS,€26,,
STALLERGENES SA,Médecin,BENSLIMANE SAMIR,26/09/2013,HEBERGEMENT,€373,,
STARKEY FRANCE,Audioprothésiste,BISCH BENOIT,04/07/2013,REPAS,€28,,
STARKEY FRANCE,Audioprothésiste,SPELLA PHILIPPE,03/06/2014,REPAS,€23,,
St Jude Medical France SAS,Médecin,ESPALIAT ERIC,13/12/2013,Repas,€10,,
St Jude Medical France SAS,Médecin,ESPALIAT ERIC,22/11/2013,Repas,€13,,
St Jude Medical France SAS,Médecin,LACROIX ALAIN,13/12/2013,Repas,€10,,
St Jude Medical France SAS,Médecin,SCHUE PATRICK,13/12/2013,Repas,€10,,
St Jude Medical France SAS,Médecin,SCHUE PATRICK,22/11/2013,Repas,€13,,
STRYKER FRANCE SAS,Médecin,NTIBATUMAKAMWE CLEMENT,09/10/2013,Autre : TRANSPORT,€429,,
STRYKER FRANCE SAS,Médecin,NTIBATUMAKAMWE CLEMENT,09/10/2013,Autre : HOTEL,€194,,
SUD OUEST ORTHOPEDIE,Etudiant,KHEDER OSSAMA,30/04/2014,RESTAURATION,€51,,
SUD OUEST ORTHOPEDIE,Etudiant,KHEDER OSSAMA,06/03/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Etudiant,KHEDER OSSAMA,23/01/2014,RESTAURATION,€39,,
SUD OUEST ORTHOPEDIE,Etudiant,KHEDER OSSAMA,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Etudiant,KHEDER OSSAMA,27/01/2014,RESTAURATION,€20,,
SUD OUEST ORTHOPEDIE,Etudiant,KHEDER OSSAMA,22/04/2014,RESTAURATION,€13,,
SUD OUEST ORTHOPEDIE,Infirmier,BOURGOIS ISABELLE,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,GOUNET CORINE,23/01/2014,RESTAURATION,€39,,
SUD OUEST ORTHOPEDIE,Infirmier,GOUNET CORINE,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,LASSALE AMANDINE,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,LASSALE AMANDINE,23/01/2014,RESTAURATION,€39,,
SUD OUEST ORTHOPEDIE,Infirmier,MICHELE MARIE,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,PAREJA BEATRICE,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,PHELIZON CHRISTOPHE,23/01/2014,RESTAURATION,€39,,
SUD OUEST ORTHOPEDIE,Infirmier,PHELIZON CHRISTOPHE,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,PLATS DOMINIQUE,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,RIVIERE EMMANUELLE,23/01/2014,RESTAURATION,€39,,
SUD OUEST ORTHOPEDIE,Infirmier,RIVIERE EMMANUELLE,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,ROBERT JEROME,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Infirmier,ROBERT JEROME,23/01/2014,RESTAURATION,€39,,
SUD OUEST ORTHOPEDIE,Infirmier,THIERRY GUILLAUME,23/01/2014,RESTAURATION,€39,,
SUD OUEST ORTHOPEDIE,Infirmier,THIERRY GUILLAUME,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Médecin,BEDIN BERTRAND,05/12/2013,REPAS,€66,,
SUD OUEST ORTHOPEDIE,Médecin,BEDIN BERTRAND,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Médecin,BEDIN BERTRAND,30/04/2014,RESTAURATION,€51,,
SUD OUEST ORTHOPEDIE,Médecin,BEDIN BERTRAND,23/01/2014,RESTAURATION,€40,,
SUD OUEST ORTHOPEDIE,Médecin,BEDIN BERTRAND,16/01/2014,RESTAURATION,€74,,
SUD OUEST ORTHOPEDIE,Médecin,JABOUR WAILL,17/10/2013,REPAS,€43,,
SUD OUEST ORTHOPEDIE,Médecin,JABOUR WAILL,30/07/2013,REPAS,€10,,
SUD OUEST ORTHOPEDIE,Médecin,JABOUR WAILL,11/11/2013,HEBERGEMENT,€429,,
SUD OUEST ORTHOPEDIE,Médecin,JABOUR WAILL,11/11/2013,TRANSPORT,€564,,
SUD OUEST ORTHOPEDIE,Médecin,JABOUR WAILL,10/10/2013,HEBERGEMENT,€417,,
SUD OUEST ORTHOPEDIE,Médecin,JABOUR WAILL,10/10/2013,TRANSPORT,€567,,
SUD OUEST ORTHOPEDIE,Médecin,JABOUR WAILL,13/11/2013,REPAS,€127,,
SUD OUEST ORTHOPEDIE,Médecin,NTIBATUMAKAMWE CLEMENT,23/01/2014,RESTAURATION,€39,,
SUD OUEST ORTHOPEDIE,Médecin,NTIBATUMAKAMWE CLEMENT,27/06/2014,RESTAURATION,€15,,
SUD OUEST ORTHOPEDIE,Médecin,ZAHMOUL FAOUZI,27/06/2014,RESTAURATION,€15,,
SYNTHES,Infirmier,Robert Jérôme,24/07/2013,REPAS,€35,,
SYNTHES,Infirmier,Thierry Guillaume,24/07/2013,REPAS,€35,,
SYNTHES,Médecin,Jabour Wail,01/08/2013,REPAS,€46,,
Takeda France,Médecin,BENSLIMANE Samir,10/12/2013,REPAS,€59,,
Takeda France,Médecin,GELY Ghislain,06/02/2014,REPAS,€45,,
Takeda France,Médecin,LIARD MEILLON Marie elisabeth,04/11/2013,REPAS,€21,,
TELEFLEX MEDICAL SAS,Infirmier,CHARDON ANGELIQUE,25/06/2013,REPAS,€13,,
TEOXANE FRANCE,Médecin,LABROUSSE JEAN-LOUIS,01/01/2014,HOSPITALITE,€39,,
TEVA SANTE SAS,Médecin,BERTHE PAUL,16/06/2014,REPAS,€14,,
TEVA SANTE SAS,Médecin,CHAZOT FREDERIC,12/05/2014,REPAS,€55,,
TEVA SANTE SAS,Médecin,COLINET DE GRAEVE MARIE CLAUDE,15/10/2013,REPAS,€34,,
TEVA SANTE SAS,Médecin,COLINET DE GRAEVE MARIE CLAUDE,05/06/2014,REPAS,€21,,
TEVA SANTE SAS,Médecin,COLINET DE GRAVE MARIE CLAUDE,23/01/2014,AUTRE : INSCRIPTION,€310,,
TEVA SANTE SAS,Médecin,EL JAMAL SEBASTIEN,11/03/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,EL JAMAL SEBASTIEN,24/09/2013,REPAS,€50,,
TEVA SANTE SAS,Médecin,LUBEAU MICHEL,26/04/2014,TRANSPORT,"€1,250",,
TEVA SANTE SAS,Médecin,LUBEAU MICHEL,26/04/2014,HEBERGEMENT,"€1,674",,
TEVA SANTE SAS,Médecin,LUBEAU MICHEL,26/04/2014,REPAS,€300,,
TEVA SANTE SAS,Médecin,LUBEAU MICHEL,26/04/2014,AUTRE : INSCRIPTION,€475,,
TEVA SANTE SAS,Médecin,MASDUPUY ALLEMAN ANNELISE,07/11/2013,REPAS,€18,,
TEVA SANTE SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,29/11/2013,REPAS,€40,,
TEVA SANTE SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,29/11/2013,REPAS,€40,,
TEVA SANTE SAS,Médecin,ROYER BERNARD,29/11/2013,REPAS,€40,,
TEVA SANTE SAS,Médecin,ROYER BERNARD,20/12/2013,REPAS,€45,,
TEVA SANTE SAS,Médecin,ROYER BERNARD,27/06/2014,REPAS,€40,,
TEVA SANTE SAS,Pharmacien,BEGUE NATHALIE,08/11/2013,REPAS,€22,,
TEVA SANTE SAS,Pharmacien,CHAVANEL CHRISTELLE,19/06/2014,REPAS,€18,,
TEVA SANTE SAS,Pharmacien,CHAVANEL CHRISTELLE,11/03/2014,REPAS,€21,,
TEVA SANTE SAS,Pharmacien,COURSELAUD GILBERT,08/11/2013,REPAS,€22,,
TEVA SANTE SAS,Pharmacien,FAGEOLLES JEAN-OLIVIER,28/03/2014,REPAS,€22,,
TEVA SANTE SAS,Pharmacien,FOUCAUD ALEXIA,21/02/2014,REPAS,€21,,
TEVA SANTE SAS,Pharmacien,FOUCAUD ALEXIA,21/02/2014,REPAS,€21,,
TEVA SANTE SAS,Pharmacien,GODE ELISABETH,15/01/2014,REPAS,€30,,
TEVA SANTE SAS,Pharmacien,MONTEIL PATRICIA,19/06/2014,REPAS,€18,,
TEVA SANTE SAS,Pharmacien,MONTEIL PATRICIA,11/03/2014,REPAS,€21,,
TEVA SANTE SAS,Pharmacien,NADAUD ANNICK,09/04/2014,REPAS,€11,,
TEVA SANTE SAS,Pharmacien,NEYRAT MARIANNE,28/03/2014,REPAS,€22,,
TEVA SANTE SAS,Pharmacien,QUEANT PASCALE,23/01/2014,REPAS,€24,,
TEVA SANTE SAS,Pharmacien,TAURISSON CATHERINE,28/01/2014,REPAS,€14,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BLATY MAGALI,28/03/2014,REPAS,€22,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BONNET FABIENNE,23/01/2014,REPAS,€24,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CLUZAN MARLENE,21/02/2014,REPAS,€21,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CLUZAN MARLENE,21/02/2014,REPAS,€21,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COURSELAUD BRIGITTE,08/11/2013,REPAS,€22,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DELBREIL MICHELLE,28/03/2014,REPAS,€22,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DURIEUX MATHIEU ALEXANDRA,09/04/2014,REPAS,€11,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GERAUD ISABELLE,21/02/2014,REPAS,€21,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GERAUD ISABELLE,21/02/2014,REPAS,€21,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HAZA STEPHANIE,28/03/2014,REPAS,€22,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LALEU NICOLAS,08/11/2013,REPAS,€22,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LARIVET SANDRINE,08/11/2013,REPAS,€22,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARCOLS SANDRINE,11/03/2014,REPAS,€21,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MULDER SEBASTIEN,11/03/2014,REPAS,€21,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RIVIERE MARIE-BLANCHE,11/03/2014,REPAS,€21,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROBINET PASCALE,08/11/2013,REPAS,€22,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROCHEVALIER VIRGINIE,28/01/2014,REPAS,€14,,
TEVA SANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROUGIER CELINE,23/01/2014,REPAS,€24,,
THERABEL LUCIEN PHARMA,Médecin,ROLLAND ALAIN,06/04/2013,HOSPITALITE,€285,,
TRB CHEMEDICA,Médecin,LAZUECH CHRISTIAN,01/12/2013,CADEAUX,€89,,
UCB Pharma SA,Médecin,DUBOIS ANNE,30/01/2014,Repas,€35,,
UCB Pharma SA,Médecin,DUBOIS ANNE,19/02/2014,Repas,€50,,
UCB Pharma SA,Médecin,DUBOIS BRONNIMANN ANNE,09/10/2013,Repas,€26,,
UCB Pharma SA,Médecin,DUBOIS BRONNIMANN ANNE,09/12/2013,Repas,€27,,
UCB Pharma SA,Médecin,DUBOIS BRONNIMANN ANNE,26/09/2013,Repas,€50,,
UCB Pharma SA,Médecin,LAZUECH CHRISTIAN,30/01/2014,Repas,€35,,
UCB Pharma SA,Médecin,LAZUECH CHRISTIAN,26/09/2013,Repas,€50,,
UCB Pharma SA,Médecin,POPA LUCIANA,30/01/2014,Repas,€35,,
UCB Pharma SA,Médecin,POPA LUCIANA,26/09/2013,Repas,€50,,
UCB Pharma SA,Médecin,POPA LUCIANA,01/12/2013,Repas,€50,,
ViiV HEALTHCARE SAS,Infirmier,BOURGET FLORENCE,19/06/2013,REPAS,€29,,
ViiV HEALTHCARE SAS,Infirmier,BOURGET FLORENCE,18/06/2013,TRANSPORT,€237,,
ViiV HEALTHCARE SAS,Infirmier,BOURGET FLORENCE,18/06/2013,Hospitalite,€211,,
ViiV HEALTHCARE SAS,Infirmier,BOURGET FLORENCE,18/06/2013,REPAS,€29,,
ViiV HEALTHCARE SAS,Infirmier,BOURGET FLORENCE,18/06/2013,REPAS,€29,,
ViiV HEALTHCARE SAS,Infirmier,BOURGET FLORENCE,18/06/2013,Transport,€237,,
ViiV HEALTHCARE SAS,Infirmier,BOURGET FLORENCE,19/06/2013,Hospitalite,€43,,
ViiV HEALTHCARE SAS,Infirmier,BOURGET FLORENCE,18/06/2013,HEBERGEMENT,€139,,
ViiV HEALTHCARE SAS,Infirmier,BOURGUET FLORENCE,13/06/2012,Hospitalite,€181,,
ViiV HEALTHCARE SAS,Infirmier,BOURGUET FLORENCE,15/06/2012,Hospitalite,€29,,
ViiV HEALTHCARE SAS,Infirmier,BOURGUET FLORENCE,14/06/2012,Hospitalite,€181,,
ViiV HEALTHCARE SAS,Infirmier,BOURGUET FLORENCE,13/06/2012,Transport,€232,,
ViiV HEALTHCARE SAS,Infirmier,BOUTET SYLVAIN,06/04/2012,Hospitalite,€171,,
ViiV HEALTHCARE SAS,Infirmier,BOUTET SYLVAIN,05/04/2012,Hospitalite,€171,,
ViiV HEALTHCARE SAS,Infirmier,BOUTET SYLVAIN,05/04/2012,Transport,€575,,
VITALAIRE,Médecin,VIGNAUD GUILLAUME,20/06/2014,Hébergement,€100,,
VITALAIRE,Médecin,VIGNAUD GUILLAUME,19/06/2014,Hébergement,€120,,
VITALAIRE,Médecin,VIGNAUD GUILLAUME,18/06/2014,Hébergement,€120,,
VITALAIRE,Médecin,VIGNAUD GUILLAUME,17/06/2014,Hébergement,€120,,
Zambon France,Médecin,FORTUNE GERARD,18/09/2013,Repas,€55,,
Zambon France,Médecin,KOHLER HERVE,18/09/2013,Repas,€55,,
Zambon France,Médecin,MALLET RICHARD,20/11/2013,Hospitalité,€220,,
Zambon France,Médecin,MALLET RICHARD,18/09/2013,Repas,€55,,
Zambon France,Médecin,MALLET RICHARD,20/11/2013,Hébergement,€220,,
Zambon France,Médecin,MALLET RICHARD,20/11/2013,Transport,€380,,
Zambon France,Médecin,MERY JEAN DOMINIQUE,18/09/2013,Repas,€55,,
Zambon France,Médecin,REBEYROL SERGE,18/09/2013,Repas,€55,,
Zambon France,Médecin,ROUVELOUP TRONCHE FRANCOISE,07/02/2014,Repas,€45,,
