3M France,Chirurgien-dentiste,SAULUE PAUL,18/01/2014,REPAS,€50,,
MUNDIPHARMA,Médecin,PIGEAUD PHILIPPE,15/04/2014,REPAS,€65,,
MUNDIPHARMA,Médecin,SCHOONBERG SYLVIE,07/02/2013,AUTRE : HOSPITALITE STAFF,€13,,
MUNDIPHARMA,Médecin,SEVERAC PASCAL,27/11/2013,HOSPITALITE,€70,,
MYLAN SAS,Médecin,CHAABAN IMAD EDDINE,29/04/2014,REPAS,€22,,
MYLAN SAS,Pharmacien,CORNIER LAURENCE,29/04/2014,REPAS,€22,,
MYLAN SAS,Pharmacien,TREMON CORINNE,29/04/2014,REPAS,€22,,
NESTLE HOMECARE,Médecin,FRANC MARTINE,31/03/2014,TRANSPORT,€286,,
NESTLE HOMECARE,Médecin,FRANC MARTINE,31/03/2014,REPAS,€44,,
NESTLE HOMECARE,Médecin,FRANC MARTINE,01/04/2014,REPAS,€25,,
NESTLE HOMECARE,Médecin,FRANC MARTINE,31/03/2014,HEBERGEMENT,€104,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,GASQUET FRANCIS,18/10/2013,REPAS,€19,,
NOVARTIS PHARMA SAS,Médecin,BENCHEKROUN BETTEMBOURG SAMIA,29/11/2013,Repas,€20,,
NOVARTIS PHARMA SAS,Médecin,BENCHEKROUN BETTEMBOURG SAMIA,13/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BENCHEKROUN BETTEMBOURG SAMIA,26/09/2013,Autre : [Inscription Evenement Scientifique],€476,,
NOVARTIS PHARMA SAS,Médecin,BENCHEKROUN BETTEMBOURG SAMIA,16/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BENCHEKROUN BETTEMBOURG SAMIA,13/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BENCHEKROUN BETTEMBOURG SAMIA,29/11/2013,Repas,€20,,
NOVARTIS PHARMA SAS,Médecin,BETTEMBOURG OLIVIER,26/09/2013,Autre : [Inscription Evenement Scientifique],€476,,
NOVARTIS PHARMA SAS,Médecin,BETTEMBOURG OLIVIER,26/09/2013,Hébergement,€756,,
NOVARTIS PHARMA SAS,Médecin,BETTEMBOURG OLIVIER,26/09/2013,Repas,€181,,
NOVARTIS PHARMA SAS,Médecin,BETTEMBOURG OLIVIER,26/09/2013,Transport,€803,,
NOVARTIS PHARMA SAS,Médecin,BETTEMBOURG OLIVIER,16/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BETTEMBOURG OLIVIER,29/11/2013,Repas,€20,,
NOVARTIS PHARMA SAS,Médecin,BETTEMBOURG OLIVIER,23/05/2014,Repas,€38,,
NOVARTIS PHARMA SAS,Médecin,BOYER PIERRE LUC,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BURNY PICHON SYLVIE,13/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BURNY PICHON SYLVIE,16/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHABOUSSOU JEAN PIERRE,02/06/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,CHELLIER MARC,17/10/2013,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,CHELLIER MARC,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHELLIER MARC,02/06/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,CHELLIER MARC,18/09/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,CHEVALIER JEROME,16/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHEVALIER JEROME,13/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHOLLET PASCALE,16/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DENEUVILLE SYLVIE,16/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DEZOU SYLVIE,07/02/2014,Autre : [Participation Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,FAVRE ANTOINE,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€25,,
NOVARTIS PHARMA SAS,Médecin,GATT HUBERT,17/10/2013,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,GATT HUBERT,18/09/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,GATT HUBERT,10/10/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,GATT HUBERT,02/06/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,GINESTET JEAN YVES,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GINESTET JEAN YVES,18/09/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,GUILLET CATHERINE,13/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LAMARQUE CHEVALIER MARIE PIERRE,16/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LEMIEUX HERVE,09/04/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,MAZARIN CAMILLE,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,MOINIER ANNE,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PAGES MARC,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PEDESPAN BERNARD,11/07/2013,Repas,€20,,
NOVARTIS PHARMA SAS,Médecin,PEDESPAN BERNARD,08/10/2013,Repas,€54,,
NOVARTIS PHARMA SAS,Médecin,PEDESPAN BERNARD,08/10/2013,Transport,€358,,
NOVARTIS PHARMA SAS,Médecin,PEDESPAN BERNARD,27/04/2014,Hébergement,"€1,186",,
NOVARTIS PHARMA SAS,Médecin,PIGEAUD PHILIPPE,30/01/2014,Repas,€51,,
NOVARTIS PHARMA SAS,Médecin,PIGEAUD PHILIPPE,20/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PIGEAUD PHILIPPE,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PIGEAUD PHILIPPE,15/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PIGEAUD PHILIPPE,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,SEVERAC PASCAL,18/09/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,TAPESAR GARAGNANI MARIE CHRISTINE,18/09/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,VRIGNAUD LAURENT,13/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,VRIGNAUD LAURENT,16/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Pharmacien,DELCROS MARJORIE,20/05/2014,Repas,€46,,
NOVARTIS PHARMA SAS,Pharmacien,FREGEVILLE STEPHANE,20/05/2014,Repas,€46,,
NOVARTIS PHARMA SAS,Pharmacien,GLAUNES MARION,20/05/2014,Repas,€46,,
NOVARTIS PHARMA SAS,Pharmacien,SUBIRADE NATHALIE,20/05/2014,Repas,€46,,
NOVO NORDISK,Médecin,CHABOUSSOU JEAN PIERRE,04/07/2013,REPAS,€35,,
NOVO NORDISK,Médecin,CHABOUSSOU JEAN PIERRE,03/04/2014,REPAS,€23,,
NOVO NORDISK,Médecin,CHABOUSSOU JEAN PIERRE,02/12/2013,REPAS,€37,,
NOVO NORDISK,Médecin,DEZOU SYLVIE,13/09/2013,REPAS,€28,,
NOVO NORDISK,Médecin,DEZOU SYLVIE,02/10/2013,INSCRIPTION,€400,,
NOVO NORDISK,Médecin,DEZOU SYLVIE,02/10/2013,HEBERGEMENT,€720,,
NOVO NORDISK,Médecin,DEZOU SYLVIE,02/10/2013,REPAS,€134,,
NOVO NORDISK,Médecin,DEZOU SYLVIE,02/10/2013,INSCRIPTION,€400,,
NOVO NORDISK,Médecin,DEZOU SYLVIE,02/10/2013,HEBERGEMENT,€720,,
NOVO NORDISK,Médecin,HERMAN ANDRE,30/01/2014,REPAS,€55,,
NOVO NORDISK,Médecin,HERMAN ANDRE,29/10/2013,REPAS,€21,,
NOVO NORDISK,Médecin,TAPESAR GARAGNANI MARIE CHRISTINE,30/01/2014,REPAS,€55,,
NOVO NORDISK,Médecin,TUSTES RENE,30/01/2014,REPAS,€55,,
Ophta-France SA,Médecin,CHEVALIER JEROME,06/05/2014,Hospitalité,€30,,
Ophta-France SA,Médecin,CHEVALIER JEROME,06/05/2014,Hospitalité,€18,,
ORTHOPLUS,Chirurgien-dentiste,FERRERO GERALDINE,13/05/2014,REPAS,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,BORIAT Celine,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Infirmier,CASSAGNOLES Muriel,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Infirmier,COMBES Carole,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Infirmier,DELZON Evelyne,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Infirmier,FORABOSCO Virginie,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Infirmier,PEBEREL Maite,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Infirmier,PRUNIER Aurore,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Infirmier,VIGNERON Elisabeth,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Médecin,AUBAT Fabien adrien,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Médecin,BISQUEY Vincent,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Médecin,DALOMIS Armelle,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Médecin,DALOMIS Armelle,04/12/2013,RESTAURATION,€53,,
Otsuka Pharmaceutical France SAS,Médecin,DAOUD Oum kaltoum,08/10/2013,RESTAURATION,€53,,
Otsuka Pharmaceutical France SAS,Médecin,DAOUD Oum kaltoum,25/10/2013,RESTAURATION,€23,,
Otsuka Pharmaceutical France SAS,Médecin,DAOUD Oum kaltoum,04/12/2013,RESTAURATION,€53,,
Otsuka Pharmaceutical France SAS,Médecin,LAFFORT RAYMOND Anne claire,05/07/2013,RESTAURATION,€19,,
Otsuka Pharmaceutical France SAS,Médecin,MACORIG CATHERINE,03/04/2014,TRANSPORT,€272,,
Otsuka Pharmaceutical France SAS,Médecin,MACORIG CATHERINE,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,MACORIG CATHERINE,03/04/2014,HOSPITALITE,€60,,
Otsuka Pharmaceutical France SAS,Médecin,MACORIG CATHERINE,03/04/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,ROCCATI Jean marc,08/10/2013,RESTAURATION,€53,,
Otsuka Pharmaceutical France SAS,Médecin,ROCCATI Jean marc,04/12/2013,RESTAURATION,€53,,
PECH CERCIAT,Médecin,Aftimos Joseph,22/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Aftimos Joseph,22/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Cazals Muriel,30/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Cazals Muriel,25/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Ferrando-Poingt Mary-Florence,02/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Lamey Bernard,23/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Maraud Bernadette,12/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Maraud Bernadette,12/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Maraud Bernadette,12/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Martin-Thevenot Monique,30/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Martin-Thevenot Monique,18/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Poizac Pascale,30/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Sarrazin Christine,02/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Sehabiague Joël,02/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Wangermez Agnès,30/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Wangermez Agnès,18/12/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Infirmier,DABOS LIONEL,19/11/2013,Repas,€50,,
PFIZER SAS,Infirmier,SEGUY ALEXANDRA,19/11/2013,Repas,€50,,
PFIZER SAS,Médecin,BERNARD Olivier,01/10/2013,AUTRES: INSCRIPTION,€699,,
PFIZER SAS,Médecin,BERNARD Olivier,01/10/2013,HEBERGEMENT,€923,,
PFIZER SAS,Médecin,BERNARD Olivier,01/10/2013,REPAS,€201,,
PFIZER SAS,Médecin,BERNARD Olivier,01/10/2013,TRANSPORT,€306,,
PFIZER SAS,Médecin,BERNARD OLIVIER,14/10/2013,Repas,€17,,
PFIZER SAS,Médecin,BERNARD OLIVIER,10/12/2013,Repas,€28,,
PFIZER SAS,Médecin,BERNARD OLIVIER,10/09/2013,Repas,€27,,
PFIZER SAS,Médecin,BERNARD OLIVIER,06/03/2014,REPAS,€39,,
PFIZER SAS,Médecin,BERNARD OLIVIER,06/03/2014,REPAS,€39,,
PFIZER SAS,Médecin,BERTHOUX Marie Laurence,04/10/2013,REPAS,€74,,
PFIZER SAS,Médecin,BERTHOUX Marie Laurence,04/10/2013,TRANSPORT,€278,,
PFIZER SAS,Médecin,BERTHOUX MARIE LAURENCE,19/11/2013,Repas,€50,,
PFIZER SAS,Médecin,CHELLIER MARC,10/10/2013,Repas,€41,,
PFIZER SAS,Médecin,FAGOT THIERRY,14/10/2013,Repas,€17,,
PFIZER SAS,Médecin,FAGOT THIERRY,10/09/2013,Repas,€27,,
PFIZER SAS,Médecin,GATT HUBERT,10/10/2013,Repas,€41,,
PFIZER SAS,Médecin,KFOURY JOSEPH,10/09/2013,Repas,€60,,
PFIZER SAS,Médecin,PAGES MARC,10/09/2013,Repas,€60,,
PFIZER SAS,Médecin,PEDESPAN BERNARD,21/05/2014,REPAS,€21,,
PFIZER SAS,Médecin,PEDESPAN BERNARD,21/05/2014,REPAS,€21,,
PHARMA DOM,Autres types de personne morale,.,08/04/2014,DEJEUNER D'OPPORTUNITE,€21,,
PHARMA DOM,Autres types de personne morale,.,08/04/2014,DEJEUNER D'OPPORTUNITE,€21,,
PHARMA DOM,Infirmier,BAUDRU DOMINIQUE,23/05/2013,REPAS,€40,,
PHARMA DOM,Infirmier,LE MEUR CHLOE,23/05/2013,REPAS,€40,,
PHARMA DOM,Infirmier,ROLLO MARTINE,23/05/2013,REPAS,€40,,
PHARMA DOM,Infirmier,ROLLO MARTINE,13/02/2014,HEBERGEMENT,€135,,
PHARMA DOM,Infirmier,ROLLO MARTINE,13/02/2014,TRANSPORT,€35,,
PHARMA DOM,Infirmier,ROLLO MARTINE,13/02/2014,REPAS,€74,,
PHARMA DOM,Infirmier,VOISIN BEATRICE,23/05/2013,REPAS,€40,,
PHARMA DOM,Médecin,DALI-DANNEPOND KAINA,03/12/2013,DEJEUNER D'OPPORTUNITE,€30,,
PHARMA DOM,Médecin,DALI-DANNEPOND KAINA,23/05/2013,REPAS,€40,,
PHARMA DOM,Médecin,FRANC MARTINE,23/05/2013,REPAS,€40,,
PHARMA DOM,Médecin,FREMY BENEDICTE,23/05/2013,REPAS,€40,,
PHARMA DOM,Médecin,N'DONG MARYLENE,03/04/2014,DEJEUNER D'OPPORTUNITE,€17,,
PHARMA DOM,Médecin,PIGEAUD PHILIPPE,26/04/2014,TRANSPORT,€858,,
PHARMA DOM,Médecin,PIGEAUD PHILIPPE,26/04/2014,HEBERGEMENT 5 NUITS,"€1,287",,
PHARMA DOM,Médecin,PIGEAUD PHILIPPE,26/04/2014,INSCRIPTION,€520,,
PHARMA DOM,Médecin,PIGEAUD PHILIPPE,01/02/2014,DEJEUNER D'OPPORTUNITE,€35,,
PHARMA DOM,Médecin,PIGEAUD PHILIPPE,26/04/2014,4 REPAS,€240,,
PHARMA DOM,Médecin,RAZAFINDRAMBOA ALLAIN,01/04/2014,INSCRIPTION,€240,,
PHARMA DOM,Médecin,RAZAFINDRAMBOA ALLAIN,01/04/2014,TRANSPORT,€324,,
PHARMA DOM,Médecin,RAZAFINDRAMBOA ALLAIN,01/04/2014,REPAS,€94,,
PHARMA DOM,Médecin,RAZAFINDRAMBOA ALLAIN,01/04/2014,HEBERGEMENT,€489,,
PHARMA DOM,Médecin,RAZAFINDRAMBOA ALLAIN,04/06/2014,DEJEUNER D'OPPORTUNITE,€13,,
PHARMA DOM,Médecin,RAZAFINDRAMBOA ANDRIAMANPIONONA,29/10/2013,DEJEUNER D'OPPORTUNITE,€17,,
PHARMA DOM,Médecin,SCHOONBERG CHRISTOPHE,23/05/2013,REPAS,€40,,
PHARMATHERA,Médecin,HERMAN ANDRE,07/03/2014,Hospitalité,€22,,
PHONAK FRANCE,Audioprothésiste,LAURETTE CAROLINE,18/07/2013,REPAS,€28,,
Pierre Fabre Dermo-Cosmétique,Médecin,AFTIMOS JOSEPH,04/03/2014,RESTAURATION,€12,,
Pierre Fabre Dermo-Cosmétique,Médecin,WANGERMEZ AGNES,04/03/2014,RESTAURATION,€12,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,CORNIER LAURENCE,04/06/2014,RESTAURATION,€11,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,DONNEFORT BERNARD,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,FREGEVILLE JEAN CLAUDE,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,MARTZ ALBERT CAROLINE,23/05/2014,RESTAURATION,€15,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,PUJOL FLORENCE,13/02/2014,RESTAURATION,€15,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,TREMON CORINNE,04/06/2014,RESTAURATION,€11,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FRAUCIEL ANNE,04/06/2014,RESTAURATION,€11,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,LE GAC OLIVIER,02/07/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,BERNARD OLIVIER,14/02/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,BERNARD OLIVIER,02/07/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,BERNARD OLIVIER,26/11/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,BOYER CECILE,22/06/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,BOYER PIERRE LUC,22/06/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,BOYER PIERRE LUC,25/10/2012,Restauration,€51,,
PIERRE FABRE MEDICAMENT,Médecin,CHAABAN IMAD EDDINE,22/06/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,CHABOUSSOU JEAN PIERRE,13/03/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,CHABOUSSOU JEAN PIERRE,10/04/2014,RESTAURATION,€43,,
PIERRE FABRE MEDICAMENT,Médecin,CHELLIER MARC,13/03/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,DEZOU SYLVIE,01/02/2013,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,EYMARD CLAUDE,11/12/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,FAGOT THIERRY,30/05/2012,Frais de dÃƒÂ©placement,€141,,
PIERRE FABRE MEDICAMENT,Médecin,FAGOT THIERRY,31/05/2012,Frais de dÃƒÂ©placement,"€2,466",,
PIERRE FABRE MEDICAMENT,Médecin,FAGOT THIERRY,09/06/2012,Frais de dÃƒÂ©placement,€136,,
PIERRE FABRE MEDICAMENT,Médecin,FAGOT THIERRY,14/02/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,FAGOT THIERRY,02/07/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,FAGOT THIERRY,26/11/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,FREROT ISABELLE,07/03/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,GATT HUBERT,13/03/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,GATT HUBERT,10/10/2012,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Médecin,GATT HUBERT,25/10/2012,Restauration,€51,,
PIERRE FABRE MEDICAMENT,Médecin,GINESTET JEAN YVES,04/12/2013,RESTAURATION,€59,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLET CATHERINE,13/06/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLET CATHERINE,11/12/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLET CATHERINE,01/10/2012,Frais de dÃƒÂ©placement,€989,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLET CATHERINE,07/03/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,HERMAN ANDRE,21/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,HERMAN ANDRE,04/12/2013,RESTAURATION,€59,,
PIERRE FABRE MEDICAMENT,Médecin,LAMEY BERNARD,09/02/2012,Frais de dÃƒÂ©placement,€65,,
PIERRE FABRE MEDICAMENT,Médecin,LAMEY BERNARD,09/02/2012,Inscription,€435,,
PIERRE FABRE MEDICAMENT,Médecin,LOISILLON FRANCK,11/10/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,MARTIN THEVENOT MONIQUE,09/07/2013,RESTAURATION,€20,,
PIERRE FABRE MEDICAMENT,Médecin,MARTIN THEVENOT MONIQUE,19/06/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,MERCIER YVES,17/04/2013,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,MERCIER YVES,23/05/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,MERCIER YVES,24/11/2012,Restauration,€43,,
PIERRE FABRE MEDICAMENT,Médecin,PAGES MARC,23/05/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,PAGES MARC,21/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,PAGES MARC,11/10/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,PAOLINI BRUNO,22/06/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEAUD PHILIPPE,13/03/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,SARRAZIN CHRISTINE,19/06/2014,RESTAURATION,€60,,
PRECIPHAR,Médecin,MERCIER YVES,16/01/2013,REPAS,€18,,
Prodition,Audioprothésiste,BISH JO,28/08/2013,Repas,€19,,
Prodition,Audioprothésiste,EMARD JEAN PHILIPPE,28/08/2013,Repas,€19,,
Prodition,Audioprothésiste,EMARD JEAN PHILIPPE,29/08/2013,Repas,€56,,
Prodition,Audioprothésiste,EMARD JEAN-PHILIPPE,24/02/2014,Repas,€25,,
Prodition,Audioprothésiste,MARTIN ARANTXA,04/04/2014,Invitations,€28,,
RADIANTE,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,AUBARET Florence,15/02/2012,Repas,€16,,
RADIANTE,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,GALDIN Jacques,30/01/2012,Repas,€24,,
RB Pharmaceuticals France,Médecin,CAVAILLE Sylvie,16/04/2014,Repas,€60,,
RB Pharmaceuticals France,Médecin,CHELLIER Marc,15/01/2014,Repas,€45,,
RB Pharmaceuticals France,Médecin,FALZON Paul,27/09/2013,Repas,€33,,
RB Pharmaceuticals France,Médecin,FALZON Paul,04/07/2013,Repas,€57,,
RB Pharmaceuticals France,Médecin,FALZON Paul,08/10/2013,Hospitalité,"€1,062",,
RB Pharmaceuticals France,Médecin,FALZON Paul,08/10/2013,Autre: inscription congrès,€500,,
RB Pharmaceuticals France,Médecin,FALZON Paul,16/04/2014,Repas,€60,,
RB Pharmaceuticals France,Médecin,JACQUIEZ MORTELET Valerie,27/09/2013,Repas,€33,,
RB Pharmaceuticals France,Médecin,NAMMATHAO Bounthanousone,16/04/2014,Repas,€60,,
RESEARCH NOW SAS,Médecin,BERTHOUX laurent,25/09/2013,enquête,€19,,
RESEARCH NOW SAS,Médecin,Nguyen Luyen,17/01/2013,enquête,€19,,
ROCHE SAS,Infirmier,MASSUS ISABELLE,10/06/2014,Repas,€16,,
ROCHE SAS,Infirmier,MOREL AMANDINE,13/05/2014,Repas,€18,,
ROCHE SAS,Infirmier,SEGUY ALEXANDRA,13/05/2014,Repas,€18,,
ROCHE SAS,Médecin,ABDICHE SAMIR,19/05/2014,Repas,€29,,
ROCHE SAS,Médecin,ABDICHE SAMIR,13/05/2014,Repas,€18,,
ROCHE SAS,Médecin,BERNARD OLIVIER,10/07/2013,Repas,€28,,
ROCHE SAS,Médecin,BERNARD OLIVIER,13/05/2014,Repas,€18,,
ROCHE SAS,Médecin,BERNARD OLIVIER,18/09/2013,Repas,€24,,
ROCHE SAS,Médecin,BERNARD OLIVIER,19/05/2014,Repas,€29,,
ROCHE SAS,Médecin,BERNARD OLIVIER,12/02/2014,Repas,€35,,
ROCHE SAS,Médecin,BERNARD OLIVIER,11/02/2014,Repas,€24,,
ROCHE SAS,Médecin,BERNARD OLIVIER,18/09/2013,Repas,€24,,
ROCHE SAS,Médecin,FAGOT THIERRY,18/09/2013,Repas,€24,,
ROCHE SAS,Médecin,FAGOT THIERRY,10/07/2013,Repas,€28,,
ROCHE SAS,Médecin,MARAUD BERNADETTE,21/10/2013,Repas,€22,,
ROCHE SAS,Médecin,MARAUD BERNADETTE,20/06/2014,Repas,€14,,
ROCHE SAS,Médecin,PAGES MARC,13/05/2014,Repas,€55,,
ROCHE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BERNIER CHRISTINE,13/05/2014,Repas,€18,,
Rodenstock France,Opticien-lunetier,MOUROU REMI,14/05/2014,REPAS,€13,,
ROTTAPHARM SAS,Médecin,BOYER CECILE,12/09/2013,EPU,€50,,
ROTTAPHARM SAS,Médecin,DEBATS PIERRE,12/09/2013,AUTRE: EPU,€50,,
