3M France,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,YEDIOU LAZHAR,26/11/2013,REPAS,€17,,
LEO Pharma,Médecin,STEIDEL MARIE,20/09/2013,REPAS,€10,,
LEO Pharma,Médecin,TOURNE YVES,04/03/2014,REPAS,€23,,
LEO Pharma,Médecin,TOURNE YVES,08/10/2013,REPAS,€16,,
LEO Pharma,Médecin,TSAN PIERRE,02/04/2014,REPAS,€30,,
LEO Pharma,Médecin,VIDAL CATHERINE,31/05/2013,REPAS,€49,,
LEO Pharma,Médecin,ZAMBELLI LAURENT,10/12/2013,TRANSPORT,€195,,
LEO Pharma,Médecin,ZAMBELLI LAURENT,10/12/2013,AUTRE : INSCRIPTION,€190,,
LEO Pharma,Médecin,ZAMBELLI PATRICE,31/05/2013,REPAS,€49,,
LES LABORATOIRES SERVIER,Etudiant,CARDACI CHRISTELLE,03/12/2013,Repas,€40,,
LES LABORATOIRES SERVIER,Etudiant,MEYER QUENTIN,03/12/2013,Repas,€40,,
LES LABORATOIRES SERVIER,Médecin,AUDAY THIERRY,03/02/2014,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,AUDAY THIERRY,07/10/2013,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,AUDAY THIERRY,08/04/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,AUDAY THIERRY,13/11/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,AUDAY THIERRY,03/09/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,13/06/2014,Repas,€111,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,18/04/2014,Repas,€21,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,13/06/2014,Transport,€517,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,25/01/2014,Hébergement,€181,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,27/06/2014,Repas,€35,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,13/06/2014,Autre : Inscription,€640,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,25/01/2014,Transport,€88,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,13/06/2014,Hébergement,€576,,
LES LABORATOIRES SERVIER,Médecin,BAGUET JEAN-PHILIPPE,25/01/2014,Repas,€106,,
LES LABORATOIRES SERVIER,Médecin,BARAKAT BASSEM,22/03/2014,Hébergement,€118,,
LES LABORATOIRES SERVIER,Médecin,BARAKAT BASSEM,24/01/2014,Repas,€14,,
LES LABORATOIRES SERVIER,Médecin,BARAKAT BASSEM,22/03/2014,Repas,€163,,
LES LABORATOIRES SERVIER,Médecin,BEEKER ANNE,20/12/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,BEHRENDT JAN,14/10/2013,Repas,€48,,
LES LABORATOIRES SERVIER,Médecin,BERNARD-GABELLE CHANTAL,10/01/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,BERNARD-GABELLE CHANTAL,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,BERNARD-GABELLE CHANTAL,11/10/2013,Transport,€174,,
LES LABORATOIRES SERVIER,Médecin,BERNERON OLIVIER,25/02/2014,Transport,€642,,
LES LABORATOIRES SERVIER,Médecin,BIGIO JEAN PIERRE,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,03/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,22/03/2014,Repas,€163,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,05/10/2013,Hébergement,€613,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,05/10/2013,Autre : Inscription,€800,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,10/01/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,05/10/2013,Repas,€201,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,03/02/2014,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,05/10/2013,Transport,€409,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,22/03/2014,Hébergement,€118,,
LES LABORATOIRES SERVIER,Médecin,BILOA TANG MICHEL,12/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,BOURLARD PIERRE,12/09/2013,Hébergement,€287,,
LES LABORATOIRES SERVIER,Médecin,BOURLARD PIERRE,12/09/2013,Autre : Inscription,€235,,
LES LABORATOIRES SERVIER,Médecin,BOURLARD PIERRE,12/09/2013,Transport,€655,,
LES LABORATOIRES SERVIER,Médecin,BOURLARD PIERRE,10/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,BRAZIER REMY,07/01/2014,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,BRAZIER REMY,05/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,BRAZIER REMY,10/06/2014,Repas,€26,,
LES LABORATOIRES SERVIER,Médecin,BRAZIER REMY,03/12/2013,Repas,€40,,
LES LABORATOIRES SERVIER,Médecin,BRUMELOT FRANCOIS,17/10/2013,Hébergement,€335,,
LES LABORATOIRES SERVIER,Médecin,BRUMELOT FRANCOIS,17/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,BRUMELOT FRANCOIS,17/10/2013,Transport,€242,,
LES LABORATOIRES SERVIER,Médecin,BRUN FRANCOIS,18/04/2014,Repas,€38,,
LES LABORATOIRES SERVIER,Médecin,BRUN FRANCOIS,20/12/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,CANTINIAUX PIERRE,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,CANTINIAUX PIERRE,19/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CANTINIAUX PIERRE,31/03/2014,Repas,€22,,
LES LABORATOIRES SERVIER,Médecin,CHERRIER ARNAUD,12/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CHERRIER ARNAUD,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,CHERRIER ARNAUD,19/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CHEVALLIER MARC,02/07/2013,Repas,€38,,
LES LABORATOIRES SERVIER,Médecin,CHICHIGNOUD JEAN PASCAL,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,CONTAMIN CLAUDINE,27/06/2014,Repas,€35,,
LES LABORATOIRES SERVIER,Médecin,COZ BERGER ESTELLE,04/10/2013,Transport,€514,,
LES LABORATOIRES SERVIER,Médecin,COZ BERGER ESTELLE,14/10/2013,Repas,€48,,
LES LABORATOIRES SERVIER,Médecin,COZ BERGER ESTELLE,04/10/2013,Hébergement,€536,,
LES LABORATOIRES SERVIER,Médecin,CUSIN NATHALIE,12/06/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,CUSIN NATHALIE,20/12/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,CUSIN NATHALIE,18/04/2014,Repas,€38,,
LES LABORATOIRES SERVIER,Médecin,CUSIN NATHALIE,28/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,DAHSHAN SULEIMAN,07/11/2013,Repas,€53,,
LES LABORATOIRES SERVIER,Médecin,DAHSHAN SULEIMAN,03/02/2014,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,DAHSHAN SULEIMAN,14/04/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,DAHSHAN SULEIMAN,23/06/2014,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,DAVID BERNARD,16/10/2013,Repas,€43,,
LES LABORATOIRES SERVIER,Médecin,DAVID BERNARD,13/11/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,DE BARDONNECHE CHATELAIN CATHERINE,19/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,DELATTRE SANDRINE,22/03/2014,Hébergement,€118,,
LES LABORATOIRES SERVIER,Médecin,DELATTRE SANDRINE,11/10/2013,Transport,€90,,
LES LABORATOIRES SERVIER,Médecin,DELATTRE SANDRINE,22/03/2014,Repas,€163,,
LES LABORATOIRES SERVIER,Médecin,DELATTRE SANDRINE,11/10/2013,Transport,€90,,
LES LABORATOIRES SERVIER,Médecin,DELATTRE SANDRINE,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,DEMEDE NICOLAS,03/12/2013,Repas,€40,,
LES LABORATOIRES SERVIER,Médecin,DENTANT LIONEL,09/10/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,DENTANT LIONEL,07/11/2013,Repas,€53,,
LES LABORATOIRES SERVIER,Médecin,DIAMAND JEAN-MARC,24/05/2014,Transport,€180,,
LES LABORATOIRES SERVIER,Médecin,DREYFUS XAVIER,10/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,DREYFUS XAVIER,07/01/2014,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,DREYFUS XAVIER,05/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,DREYFUS XAVIER,15/01/2014,Transport,€168,,
LES LABORATOIRES SERVIER,Médecin,DREYFUS XAVIER,10/06/2014,Repas,€26,,
LES LABORATOIRES SERVIER,Médecin,DREYFUS XAVIER,15/01/2014,Autre : Inscription,€311,,
LES LABORATOIRES SERVIER,Médecin,DREYFUS XAVIER,15/01/2014,Hébergement,€470,,
LES LABORATOIRES SERVIER,Médecin,ELKAIM ROBERT,04/06/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,ELKAIM ROBERT,23/06/2014,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,ELKHOLTI MERIEME,03/12/2013,Repas,€40,,
LES LABORATOIRES SERVIER,Médecin,ELKHOLTI MERIEME,10/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,ELKHOLTI MERIEME,28/11/2013,Repas,€19,,
LES LABORATOIRES SERVIER,Médecin,ESTEOULE JEAN FRANCOIS,10/01/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,ESTEOULE JEAN FRANCOIS,12/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,ESTEOULE JEAN FRANCOIS,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,ESTEOULE JEAN FRANCOIS,03/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,FAURIE BENJAMIN,15/05/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,FRICAMPS PIRONI CORINNE,13/11/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,FROMENT JACQUES,07/11/2013,Repas,€53,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,22/03/2014,Hébergement,€118,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,20/12/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,22/03/2014,Repas,€163,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,12/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,10/01/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,07/12/2013,Hébergement,€122,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,19/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,03/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GALLO JEAN MARC,07/12/2013,Repas,€114,,
LES LABORATOIRES SERVIER,Médecin,GOETZ JOELLE,22/01/2014,Autre : Inscription,€350,,
LES LABORATOIRES SERVIER,Médecin,GOETZ JOELLE,19/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GOETZ JOELLE,22/01/2014,Hébergement,€480,,
LES LABORATOIRES SERVIER,Médecin,GOETZ JOELLE,12/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GOETZ JOELLE,22/01/2014,Transport,€106,,
LES LABORATOIRES SERVIER,Médecin,GOUBET ISABELLE,14/10/2013,Repas,€48,,
LES LABORATOIRES SERVIER,Médecin,GOUBET ISABELLE,15/05/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GOUBET ISABELLE,07/11/2013,Repas,€53,,
LES LABORATOIRES SERVIER,Médecin,GRASSET AGNES,16/10/2013,Repas,€43,,
LES LABORATOIRES SERVIER,Médecin,GRASSET AGNES,13/11/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,HALLALI PATRICK,25/01/2014,Repas,€106,,
LES LABORATOIRES SERVIER,Médecin,HALLALI PATRICK,25/01/2014,Hébergement,€181,,
LES LABORATOIRES SERVIER,Médecin,JANSON CLAUDE,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,JANSON CLAUDE,10/01/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,JOUVENCEL-ROBERT STEPHANIE,16/10/2013,Repas,€43,,
LES LABORATOIRES SERVIER,Médecin,JOUVENCEL-ROBERT STEPHANIE,13/11/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,KEZACHIAN GILLES,09/10/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,KEZACHIAN GILLES,07/11/2013,Repas,€53,,
LES LABORATOIRES SERVIER,Médecin,KUTTLEIN ALEXIS,07/11/2013,Repas,€53,,
LES LABORATOIRES SERVIER,Médecin,LAFORET SOPHIE,16/10/2013,Repas,€43,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,04/06/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,04/10/2013,Hébergement,€536,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,14/04/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,04/10/2013,Repas,€130,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,03/02/2014,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,04/10/2013,Transport,€265,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,15/01/2014,Hébergement,€705,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,07/10/2013,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,15/01/2014,Autre : Inscription,€311,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,09/10/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,15/01/2014,Transport,€144,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,10/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,03/02/2014,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,17/10/2013,Hébergement,€335,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,29/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,17/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,17/10/2013,Transport,€145,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,11/12/2013,Hébergement,€410,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,11/12/2013,Autre : Inscription,€575,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,11/12/2013,Repas,€98,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,11/12/2013,Transport,€237,,
LES LABORATOIRES SERVIER,Médecin,LANNEY DE COURTEN JEAN-ERIC,18/12/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LAROUSSI NADIA,09/10/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LAUGIER JACQUES,16/10/2013,Repas,€43,,
LES LABORATOIRES SERVIER,Médecin,LAUGIER JACQUES,13/11/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,LEBAYLE PIERRE-MARC,18/04/2014,Repas,€38,,
LES LABORATOIRES SERVIER,Médecin,LEBAYLE PIERRE-MARC,20/12/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,LENAIN MARC,18/04/2014,Repas,€38,,
LES LABORATOIRES SERVIER,Médecin,LENAIN MARC,20/12/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,LENAIN MARC,12/06/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,LENAIN MARC,16/10/2013,Repas,€43,,
LES LABORATOIRES SERVIER,Médecin,LOMPRE CHANTAL,27/06/2014,Repas,€35,,
LES LABORATOIRES SERVIER,Médecin,MALDONADO PHILIPPE,15/01/2014,Hébergement,€705,,
LES LABORATOIRES SERVIER,Médecin,MALDONADO PHILIPPE,10/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,MALDONADO PHILIPPE,15/05/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,MALDONADO PHILIPPE,15/01/2014,Autre : Inscription,€311,,
LES LABORATOIRES SERVIER,Médecin,MALDONADO PHILIPPE,15/01/2014,Transport,€239,,
LES LABORATOIRES SERVIER,Médecin,MANEGLIA HERVE,16/10/2013,Repas,€43,,
LES LABORATOIRES SERVIER,Médecin,MANEGLIA HERVE,13/11/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,MAX BERNARD,20/12/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,NERSON FRANCOIS,20/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,NERSON FRANCOIS,25/11/2013,Repas,€57,,
LES LABORATOIRES SERVIER,Médecin,NGO TON SANG CAROLINE,19/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,OLARU GABRIELLA,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,OLARU GABRIELLA,12/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,OLARU GABRIELLA,22/03/2014,Repas,€163,,
LES LABORATOIRES SERVIER,Médecin,OLARU GABRIELLA,22/03/2014,Hébergement,€118,,
LES LABORATOIRES SERVIER,Médecin,PELLISSIER JEAN-LOUIS,20/12/2013,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,PELLISSIER JEAN-LOUIS,28/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,PELLISSIER JEAN-LOUIS,23/06/2014,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,PELLISSIER JEAN-LOUIS,18/04/2014,Repas,€38,,
LES LABORATOIRES SERVIER,Médecin,PELLISSIER JEAN-LOUIS,12/06/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,PERROUD MICHEL,03/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,PERROUD MICHEL,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,PERROUD MICHEL,12/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,PERROUD MICHEL,10/01/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,PETIT LUC,05/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,PETIT LUC,10/06/2014,Repas,€26,,
LES LABORATOIRES SERVIER,Médecin,PETIT LUC,07/01/2014,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,PLAT LAURANNE,27/06/2014,Repas,€35,,
LES LABORATOIRES SERVIER,Médecin,POINSIGNON JEAN PIERRE,14/04/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,POIRIER JACKY,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,POIRIER JACKY,11/10/2013,Transport,€93,,
LES LABORATOIRES SERVIER,Médecin,RABILLER ISABELLE,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,SENELLART FRANCOIS,05/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,SENELLART FRANCOIS,10/06/2014,Repas,€26,,
LES LABORATOIRES SERVIER,Médecin,SENELLART FRANCOIS,07/01/2014,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,STEIDEL JEROME,02/07/2013,Repas,€38,,
LES LABORATOIRES SERVIER,Médecin,VANNESSON LAURE,12/09/2013,Hébergement,€283,,
LES LABORATOIRES SERVIER,Médecin,VANNESSON LAURE,12/09/2013,Transport,€304,,
LES LABORATOIRES SERVIER,Médecin,VANNESSON LAURE,12/09/2013,Autre : Inscription,€235,,
LES LABORATOIRES SERVIER,Médecin,VERNIN MARIE,23/01/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,VITTINI PHILIPPE,03/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,VITTINI PHILIPPE,10/01/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,VITTINI PHILIPPE,12/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,YDRAUT CATHERINE,20/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,YEM SOKHOM ALAIN,28/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,YON ARMELLE,07/11/2013,Repas,€53,,
LES LABORATOIRES SERVIER,Médecin,YON ARMELLE,28/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,YON ARMELLE,15/05/2014,Repas,€60,,
LFB BIOMEDICAMENTS,Médecin,PERARD ALAIN,30/03/2014,Repas,€60,,
Lilly France SAS,Médecin,AUDAY FRANCK THIERRY,18/02/2014,REPAS,€60,,
Lilly France SAS,Médecin,AUROUZE JACQUES,07/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,BAUDRY MARIE CAROLINE,24/04/2014,REPAS,€50,,
Lilly France SAS,Médecin,BAUDRY MARIE CAROLINE,30/11/2013,TRANSPORT,€143,,
Lilly France SAS,Médecin,BAUDRY MARIE CAROLINE,28/11/2013,TRANSPORT,€143,,
Lilly France SAS,Médecin,BAUDRY MARIE CAROLINE,30/11/2013,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€210,,
Lilly France SAS,Médecin,BIJAOUI SYLVIE,15/04/2014,REPAS,€57,,
Lilly France SAS,Médecin,BRUN FREDERIC,03/09/2013,REPAS,€51,,
Lilly France SAS,Médecin,CHERRIER ARNAUD,15/10/2013,REPAS,€60,,
Lilly France SAS,Médecin,CHICHIGNOUD JEAN PASCAL,10/09/2013,REPAS,€60,,
Lilly France SAS,Médecin,COQUILHAT PAUL,17/10/2013,REPAS,€24,,
Lilly France SAS,Médecin,COQUILHAT PAUL,17/10/2013,REPAS,€24,,
Lilly France SAS,Médecin,CORNET DROGUET NADINE,03/09/2013,REPAS,€51,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,30/11/2013,TRANSPORT,€143,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,24/01/2014,HÉBERGEMENT,€215,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,28/11/2013,TRANSPORT,€143,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,30/11/2013,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€210,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,30/11/2013,HÉBERGEMENT,€390,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,23/01/2014,TRANSPORT,€143,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,30/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,23/01/2014,TRANSPORT,€11,,
Lilly France SAS,Médecin,CORTICELLI PAOLA,24/01/2014,TRANSPORT,€143,,
Lilly France SAS,Médecin,CUSIN NATHALIE,15/10/2013,REPAS,€60,,
Lilly France SAS,Médecin,CUSIN NATHALIE,13/02/2014,REPAS,€60,,
Lilly France SAS,Médecin,CUSIN NATHALIE,07/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,DAHSHAN SULEIMAN,13/02/2014,REPAS,€60,,
Lilly France SAS,Médecin,DAHSHAN SULEIMAN,28/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,ELKAIM ROBERT,14/03/2014,TRANSPORT,€147,,
Lilly France SAS,Médecin,ELKAIM ROBERT,23/01/2014,TRANSPORT,€143,,
Lilly France SAS,Médecin,ELKAIM ROBERT,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,ELKAIM ROBERT,14/03/2014,HÉBERGEMENT,€660,,
Lilly France SAS,Médecin,ELKAIM ROBERT,11/03/2014,TRANSPORT,€147,,
Lilly France SAS,Médecin,ELKAIM ROBERT,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,ELKAIM ROBERT,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,ELKAIM ROBERT,23/01/2014,TRANSPORT,€11,,
Lilly France SAS,Médecin,ELKAIM ROBERT,24/01/2014,HÉBERGEMENT,€215,,
Lilly France SAS,Médecin,ELKAIM ROBERT,24/01/2014,TRANSPORT,€143,,
Lilly France SAS,Médecin,ELKAIM ROBERT,14/03/2014,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€310,,
Lilly France SAS,Médecin,ELKAIM ROBERT,13/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,GUICHARD ERIC,03/09/2013,REPAS,€51,,
Lilly France SAS,Médecin,HOSATTE FREDERIC,17/10/2013,REPAS,€24,,
Lilly France SAS,Médecin,HOSATTE FREDERIC,17/10/2013,REPAS,€24,,
Lilly France SAS,Médecin,JOUNEH MOHAMED HASSAN,22/01/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€110,,
Lilly France SAS,Médecin,JOUNEH MOHAMED HASSAN,01/12/2013,TRANSPORT,€143,,
Lilly France SAS,Médecin,JOUNEH MOHAMED HASSAN,03/09/2013,REPAS,€51,,
Lilly France SAS,Médecin,JOUNEH MOHAMED HASSAN,03/12/2013,TRANSPORT,€143,,
Lilly France SAS,Médecin,LEGEAIS DIDIER,17/10/2013,REPAS,€24,,
Lilly France SAS,Médecin,LEGEAIS DIDIER,17/10/2013,REPAS,€24,,
Lilly France SAS,Médecin,LENAIN MARC,15/10/2013,REPAS,€60,,
Lilly France SAS,Médecin,MAHE PHILIPPE,17/10/2013,REPAS,€24,,
Lilly France SAS,Médecin,MAHE PHILIPPE,07/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,MAHE PHILIPPE,17/10/2013,REPAS,€24,,
Lilly France SAS,Médecin,NERSON PIERRE,13/02/2014,REPAS,€15,,
