3M France,Chirurgien-dentiste,BAILLY THOMAS,29/10/2013,REPAS,€47,,
SANOFI AVENTIS FRANCE,Aide soignant,LESCOT CELINE,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Aide soignant,LIMA CELESTE,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Aide soignant,PINTO MOUNIA,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Aide soignant,RIFFAULT AMELIE,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Etudiant,LECOMTE PERRINE,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Etudiant,LECOMTE PERRINE,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,ATIF LYDIA,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,AURORE DEBORAH,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Infirmier,BENIA CAROLE,11/10/2013,Restauration,€51,,
SANOFI AVENTIS FRANCE,Infirmier,BENIA CAROLE,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,BENIA CAROLE,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Infirmier,BRABANT BARBARY PAULINA,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,BRABANT BARBARY PAULINA,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Infirmier,BREME EVELYNE,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,CAILLERE KARINE,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,CHAMBOLLE SOLENNE,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Infirmier,CHESNE BEATRICE,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,CHESNE BEATRICE,11/10/2013,Restauration,€51,,
SANOFI AVENTIS FRANCE,Infirmier,CORTIER LAURENCE,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,CORTIER LAURENCE,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Infirmier,CORTIER LAURENCE,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,COUSIN JOCELYNE,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Infirmier,DAVID SOPHIE,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,DELAMOUR MURIELLE,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,DELBERT MANON,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Infirmier,DOUDEAU CHANTAL,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,FONTAINE VIVIENNE,12/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Infirmier,GILET CATHERINE,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,GILET CATHERINE,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,GILET CATHERINE,28/10/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Infirmier,GILET CATHERINE,12/06/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,GILET CATHERINE,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Infirmier,GILET CATHERINE,11/10/2013,Restauration,€51,,
SANOFI AVENTIS FRANCE,Infirmier,GOIMBAULT CHARTRAIN CHANTAL,06/02/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Infirmier,GOIS PAULINE,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,LEROY DE PRESALE JACQUELINE,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,MARTIN LAURENCE,24/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,MASSON CAROLE,21/11/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Infirmier,MINOST ISABELLE,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Infirmier,MOHR VANESSA,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,MOHR VANESSA,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Infirmier,MONTOUT GLADYS,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,MONTOUT GLADYS,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Infirmier,MONTOUT GLADYS,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Infirmier,MOREL MURIEL,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,PAILLARD DEBORAH,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,PALAISY JENNIFER,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Infirmier,POUSSIER LAVALETTE CATHERINE,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,RDIMI HANNANE,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,RENARD MARINE,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,RENARD MARINE,12/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Infirmier,ROBERT FANNY,11/10/2013,Restauration,€51,,
SANOFI AVENTIS FRANCE,Infirmier,ROY SARAH,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Infirmier,TALLARITA ANGELIQUE,24/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,THIBAULT DELPHINE,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Infirmier,TIROT VERONIQUE,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,TURGIS AURELIE,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Infirmier,VAN WONTERGHEM AMAURY,21/11/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,AGOUTE ERIC,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,ASCOFARE ISMAEL,24/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,ASKOUL WAHEED,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,ATIF MUNIR,14/03/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,ATIF MUNIR,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,BEDDA UNAL SAIDA,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,BENIA KAMEL,12/06/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,BIENFAIT BERNARD,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,BONNEAU JULIE,11/10/2013,Restauration,€51,,
SANOFI AVENTIS FRANCE,Médecin,BONNEAU JULIE,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,BOUSTANI ROLAND,06/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,BOUSTANI ROLAND,14/03/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Médecin,BOUSTANI ROLAND,23/05/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,BOUSTANI ROLAND,15/05/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Médecin,BOUSTANI ROLAND,13/06/2014,Repas,€28,,
SANOFI AVENTIS FRANCE,Médecin,BOUSTANI ROLAND,13/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,BREMONT JEAN LUC,06/02/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Médecin,BREMONT JEAN LUC,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,BREMONT JEAN LUC,12/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,BRUNAUD MARINE,21/11/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,BRUNAUD MARINE,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,CHESNOY RENEE FRANCE,03/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,CIOFU PITEA ALINA DOINA,03/06/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,CIOFU PITEA ALINA DOINA,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,CIOFU PITEA ALINA DOINA,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,CIOFU PITEA ALINA DOINA,03/06/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,CIOFU PITEA ALINA DOINA,13/02/2014,Inscription,€395,,
SANOFI AVENTIS FRANCE,Médecin,CIOFU PITEA ALINA DOINA,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,CLAUSARD HERVE,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,CLEMENT NATHALIE,03/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,COSTEL GHANIA,04/06/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,COULIBALY OUSMANE,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,DALACHE NADIA,24/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,DE OLIVEIRA JOSE,06/02/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Médecin,EL BRAKS ROLAND,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,FAYAL VERONIQUE,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,FILIPPI MARIE,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,FILIPPI MARIE,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,FILIPPI MARIE,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,FILIPPI MARIE,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,GOITA LAMINE,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,GUERRERO RICARDO,24/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,HABIJAN ALINE,03/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,HADDY MOHAMED HAMID,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,HADDY MOHAMED HAMID,12/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,HERNANDEZ MORIN NELLY,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,HERNANDEZ MORIN NELLY,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,HERNANDEZ MORIN NELLY,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,HERNANDEZ MORIN NELLY,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,HERNANDEZ MORIN NELLY,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,HOOCK JACQUES,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,KHALIL HOSSEIN,06/02/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Médecin,KLEIN SEVERINE,24/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,KOUSSA HASSIB,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,KOUSSA HASSIB,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LAGARDE FABRICE,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,LAGARDE FABRICE,19/06/2014,Repas,€29,,
SANOFI AVENTIS FRANCE,Médecin,LAGARDE FABRICE,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LAGARDE FABRICE,19/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,LAGARDE FABRICE,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,LAGARDE FABRICE,12/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,LAGARDE FABRICE,12/06/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,LASSELIN KARINE,24/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LE BOULICAUT MYLLA,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,LE BOULICAUT MYLLA,24/07/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,LECOMTE PERRINE,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LECOMTE PERRINE,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LEFEVRE CEDRIC,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,LEFEVRE CEDRIC,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LEFEVRE CEDRIC,11/10/2013,Restauration,€51,,
SANOFI AVENTIS FRANCE,Médecin,LEFEVRE CHRISTOPHE,04/06/2014,Inscription,€473,,
SANOFI AVENTIS FRANCE,Médecin,LEGUEUL JEAN CLAUDE,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,LEPAGE LAETITIA,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LIORET MARLENE,03/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,LUMUMBA EMERI,24/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,MANIUC LILIANA,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,MAZARE LACRAMIOARA,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,MIMOUN ALBERT,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,NICOLA WALID,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,PACAN RADOSLAW,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,PINSON MICHEL,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,POPA MARIE,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,RAMIANDRASOA EUGENE,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,RASOLONJATOVO ROGER,06/02/2014,Repas,€13,,
SANOFI AVENTIS FRANCE,Médecin,RASOLONJATOVO ROGER,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,RATRIMOSON ODILE,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,RATRIMOSON ODILE,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,RATRIMOSON ODILE,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,RAYNAUD SANDRINE,03/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,ROSSIGNOL DANIEL,13/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,ROULIN CORALIE,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,ROUMANI JAWAD,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,ROUMANI JAWAD,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,SCHILL HUBERT,16/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,SERBAN ANDREEA,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,SERBAN ANDREEA,16/12/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,SERBAN ANDREEA,14/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,SERBAN ANDREEA,03/02/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,SERBAN ANDREEA,07/04/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,SERBAN ANDREEA,12/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,SORS MIREUX ISABELLE,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,THIBAULT CECILE,18/11/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,TISSIER EMMANUEL,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,TRAORE KARAMOKO,24/07/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,VIALLET CHARLENE,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,VIOLETTE FABIENNE,03/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Médecin,VOICA ANA,08/04/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Pharmacien,BRAULT SCAILLET FABIEN,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,DEDENON AUDE,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,DEHENRY CHARLES EDOUARD,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,DENAIN ANNE LAURE,03/09/2013,Restauration,€19,,
SANOFI AVENTIS FRANCE,Pharmacien,LIMOUSIN VINCENT,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,MASSON BENEDICTE,20/02/2014,Repas,€20,,
SANOFI PASTEUR MSD SNC,Médecin,CHANU BULA BRIGITTE,04/10/2013,Repas,€51,,
SANOFI PASTEUR MSD SNC,Médecin,SWAR ABDUL RAHMAN,22/05/2014,Repas,€16,,
SHIRE France S.A.,Infirmier,DUPEUX DELPHINE,04/04/2014,Repas,€362,,
SHIRE France S.A.,Infirmier,DUPEUX DELPHINE,04/04/2014,Transport,€98,,
Siemens Healthcare Diagnostics SAS,Médecin,MENTZ FRANCK,21/10/2013,REPAS,€20,,
Smith & Nephew S.A.S.,Infirmier,BEAUVALLET PERRINE,21/01/2014,TRANSPORT,€52,,
SORIN GROUP FRANCE,Médecin,BENIA KAMEL,14/12/2013,Repas,€10,,
SORIN GROUP FRANCE,Médecin,Benia Kamel,13/12/2013,Hébergement,€835,,
SORIN GROUP FRANCE,Médecin,Benia Kamel,13/12/2013,Dons de fonctionnement,€877,,
SORIN GROUP FRANCE,Médecin,Benia Kamel,13/12/2013,Transport,€787,,
SORIN GROUP FRANCE,Médecin,BENIA KAMEL,15/12/2013,Repas,€17,,
SORIN GROUP FRANCE,Médecin,BENIA KAMEL,12/12/2013,Repas,€44,,
SORIN GROUP FRANCE,Médecin,Benia Kamel,13/12/2013,Dons de fonctionnement,€877,,
SORIN GROUP FRANCE,Médecin,KAMOUN MAHDI,21/03/2014,Transport,€162,,
SORIN GROUP FRANCE,Médecin,KAMOUN MAHDI,21/03/2014,REPAS,€33,,
STARKEY FRANCE,Audioprothésiste,LUISETTI JULIEN,02/10/2013,REPAS,€33,,
STARKEY FRANCE,Audioprothésiste,OLIVIER CHRISTOPHE,24/04/2014,REPAS,€43,,
STARKEY FRANCE,Audioprothésiste,OLIVIER CHRISTOPHE,16/05/2014,REPAS,€23,,
STARKEY FRANCE,Audioprothésiste,OLIVIER CHRISTOPHE,24/10/2013,REPAS,€45,,
St Jude Medical France SAS,Médecin,ELGHELBAZOURI FOUAD,18/01/2014,Repas,€35,,
Takeda France,Infirmier,BARNIER Marie christine,15/10/2013,REPAS,€10,,
Takeda France,Infirmier,BARRAT Sylvie,17/10/2013,REPAS,€26,,
Takeda France,Infirmier,COUSIN Jocelyne,15/10/2013,REPAS,€10,,
Takeda France,Infirmier,COUSIN Jocelyne,17/10/2013,REPAS,€26,,
Takeda France,Infirmier,LEROY Martine,15/10/2013,REPAS,€10,,
Takeda France,Infirmier,MINOST Isabelle,15/10/2013,REPAS,€10,,
Takeda France,Infirmier,VERBEKE Veronique,15/10/2013,REPAS,€10,,
Takeda France,Médecin,ASKOUL Waheed,17/10/2013,REPAS,€26,,
Takeda France,Médecin,ASKOUL Waheed,15/10/2013,REPAS,€10,,
Takeda France,Médecin,ATIF Munir,17/10/2013,REPAS,€26,,
Takeda France,Médecin,AZIZ Jouan,20/12/2013,REPAS,€17,,
Takeda France,Médecin,FAYAL Veronique,17/10/2013,REPAS,€26,,
Takeda France,Médecin,FILIPPI Marie,15/10/2013,REPAS,€10,,
Takeda France,Médecin,JOUVIE Jacques,22/11/2013,REPAS,€52,,
Takeda France,Médecin,LEGUEUL Jean claude,17/10/2013,REPAS,€26,,
Takeda France,Médecin,POCQUET Marie claude,15/10/2013,REPAS,€10,,
Takeda France,Médecin,ROSSIGNOL Daniel,08/01/2014,REPAS,€41,,
Takeda France,Médecin,ROSSIGNOL Daniel,26/03/2014,REPAS,€33,,
Takeda France,Médecin,SCHILL Hubert,17/10/2013,REPAS,€26,,
Takeda France,Médecin,SORS MIREUX Isabelle,15/10/2013,REPAS,€10,,
Takeda France,Médecin,SWAR Abdulrahman,15/10/2013,REPAS,€10,,
Takeda France,Pharmacien,LEMESLE Florence,15/10/2013,REPAS,€10,,
TEVA SANTE SAS,Médecin,ASKOUL WAHEED,27/09/2013,HEBERGEMENT,€480,,
TEVA SANTE SAS,Médecin,ASKOUL WAHEED,27/09/2013,TRANSPORT,€677,,
TEVA SANTE SAS,Médecin,ASKOUL WAHEED,27/09/2013,REPAS,€118,,
TEVA SANTE SAS,Médecin,ASKOUL WAHEED,03/07/2013,REPAS,€36,,
TEVA SANTE SAS,Médecin,ASKOUL WAHEED,27/09/2013,AUTRE : INSCRIPTION,€999,,
TEVA SANTE SAS,Médecin,CHANU BULA BRIGITTE,28/03/2014,REPAS,€42,,
TEVA SANTE SAS,Médecin,CHANU BULA BRIGITTE,17/01/2014,REPAS,€46,,
TEVA SANTE SAS,Médecin,CHANU BULA BRIGITTE,06/06/2014,REPAS,€50,,
TEVA SANTE SAS,Médecin,CHANU BULA BRIGITTE,20/11/2013,REPAS,€38,,
TEVA SANTE SAS,Médecin,CHANU BULA BRIGITTE,28/03/2014,REPAS,€42,,
TEVA SANTE SAS,Médecin,FAYAL VERONIQUE,03/07/2013,REPAS,€36,,
TEVA SANTE SAS,Médecin,LEGUEUL JEAN CLAUDE,03/07/2013,REPAS,€36,,
TEVA SANTE SAS,Médecin,LEROUX HERVE,28/03/2014,REPAS,€42,,
TEVA SANTE SAS,Médecin,YACOUB WILLIAM,06/06/2014,REPAS,€50,,
TEVA SANTE SAS,Médecin,YACOUB WILLIAM,17/01/2014,REPAS,€46,,
TEVA SANTE SAS,Médecin,YACOUB WILLIAM,03/07/2013,REPAS,€58,,
TEVA SANTE SAS,Médecin,YACOUB WILLIAM,28/03/2014,REPAS,€42,,
THERADIAL SAS,Aide soignant,CHU CATHERINE,11/03/2014,REPAS,€25,,
THERADIAL SAS,Infirmier,LEROY MARTINE,11/03/2014,REPAS,€25,,
THERADIAL SAS,Infirmier,MINOST ISABELLE,11/03/2014,REPAS,€25,,
THERADIAL SAS,Médecin,AGAR AME,11/03/2014,REPAS,€25,,
THERADIAL SAS,Médecin,BRANDISSON STEPH,11/03/2014,REPAS,€25,,
THERADIAL SAS,Médecin,FOURNIER REGINE,11/03/2014,REPAS,€25,,
THERADIAL SAS,Médecin,PARAISO ISBOU,11/03/2014,REPAS,€25,,
THERADIAL SAS,Médecin,VILAIN CHRISTIAN,11/03/2014,REPAS,€25,,
THERADIAL SAS,Pharmacien,FEVRE PIERRE-FELIX,11/03/2014,REPAS,€25,,
TORNIER,Infirmier,COLLIN CECILE,01/06/2013,Autre : Invit.Restaurant clients,€13,,
TORNIER,Infirmier,COLLIN CECILE,21/01/2014,Autre : Voyages et deplacements,€40,,
TORNIER,Infirmier,COLLIN CECILE,21/01/2014,Autre : Voyages et deplacements,€40,,
TORNIER,Médecin,BREMONT JEAN-LUC,01/07/2013,Autre : Invit.Restaurant clients,€21,,
TORNIER,Médecin,BREMONT JEAN-LUC,01/09/2013,Autre : Invit.Restaurant clients,€26,,
TORNIER,Médecin,BREMONT JEAN-LUC,31/12/2013,Autre : Invit.Restaurant clients,€36,,
ViiV HEALTHCARE SAS,Médecin,LA TORRE IRAM,05/02/2014,REPAS,€69,,
ViiV HEALTHCARE SAS,Médecin,LA TORRE IRAM,11/07/2013,REPAS,€60,,
ViiV HEALTHCARE SAS,Médecin,LA TORRE IRAM,24/10/2013,DONS DE MATERIEL,€30,,
ViiV HEALTHCARE SAS,Médecin,LA TORRE IRAM,26/09/2013,REPAS,€20,,
VITALAIRE,Infirmier,BENIA CAROLE,06/03/2013,RESTAURATION,€13,,
VITALAIRE,Infirmier,BONNEAU JULIE,06/03/2013,RESTAURATION,€13,,
VITALAIRE,Infirmier,GILET CATHERINE,23/05/2014,Repas,€24,,
VITALAIRE,Infirmier,GILLET CATHERINE,06/03/2013,RESTAURATION,€13,,
Zambon France,Médecin,BENDIMERED HASSIBA,24/06/2014,Repas,€15,,
Zambon France,Médecin,JOUVIE JACQUES,26/06/2014,Repas,€41,,
Zambon France,Médecin,ROSSIGNOL DANIEL,03/04/2014,Repas,€42,,
Zambon France,Médecin,ROSSIGNOL DANIEL,26/06/2014,Repas,€41,,
Zambon France,Médecin,ROUMANI JAWAD,26/06/2014,Repas,€41,,
Zambon France,Médecin,ROUMANI JAWAD,03/04/2014,Repas,€42,,
