3M France,Chirurgien-dentiste,KODJIKIAN SANDRINE,10/04/2014,REPAS,€68,,
STALLERGENES SA,Médecin,GIREY RANNAUD JANIE,30/11/2013,REPAS,€60,,
STALLERGENES SA,Médecin,JEANJEAN CLAUDE,19/12/2013,REPAS,€12,,
STALLERGENES SA,Médecin,PLAINDOUX AGNES,19/12/2013,REPAS,€12,,
St Jude Medical France SAS,Médecin,BRAZIER REMY,31/01/2014,Repas,€30,,
St Jude Medical France SAS,Médecin,DREYFUS XAVIER,31/01/2014,Repas,€30,,
St Jude Medical France SAS,Médecin,DREYFUS XAVIER,09/01/2014,Repas,€60,,
St Jude Medical France SAS,Médecin,PETIT LUC,31/08/2013,Repas,€43,,
St Jude Medical France SAS,Médecin,SENELLART FRANCOIS,09/01/2014,Repas,€60,,
St Jude Medical France SAS,Médecin,SENELLART FRANCOIS,31/01/2014,Repas,€30,,
STRYKER FRANCE SAS,Etudiant,LATEUR GABRIEL,06/02/2014,Autre : HOTEL,€198,,
STRYKER FRANCE SAS,Etudiant,LATEUR GABRIEL,06/02/2014,Autre : TRANSPORT,€209,,
STRYKER FRANCE SAS,Etudiant,MASSFELDER JULIE,06/02/2014,Autre : HOTEL,€198,,
STRYKER FRANCE SAS,Etudiant,MASSFELDER JULIE,06/02/2014,Autre : TRANSPORT,€306,,
SYSTAGENIX WOUND MANAGEMENT FRANCE,Association professionnel de santé,ASSOCIATION REGIONALE DE MEDECINE VASCULAIRE,16/11/2013,"LOCATION STAND 9 M2 REUNION ARMV à Lyon Thème ""L'Aorte et les Endoprotheses Aortiques""",€250,,
Takeda France,Médecin,ALLAMANNO Jean pierre,14/11/2013,REPAS,€60,,
Takeda France,Médecin,ALLAMANNO Jean pierre,10/12/2013,REPAS,€28,,
Takeda France,Médecin,BRAZIER Remy,30/09/2013,REPAS,€44,,
Takeda France,Médecin,BRAZIER Remy,03/12/2013,REPAS,€30,,
Takeda France,Médecin,BRAZIER Remy,15/04/2014,REPAS,€28,,
Takeda France,Médecin,BRUN Francois,03/10/2013,REPAS,€34,,
Takeda France,Médecin,BRUN Francois,22/11/2013,REPAS,€56,,
Takeda France,Médecin,BRUN Francois,03/04/2014,REPAS,€25,,
Takeda France,Médecin,BRUN Francois,20/06/2014,REPAS,€57,,
Takeda France,Médecin,CANE Ariana,03/12/2013,REPAS,€30,,
Takeda France,Médecin,CANE Ariana,15/04/2014,REPAS,€28,,
Takeda France,Médecin,CHAN Thierry,14/11/2013,REPAS,€60,,
Takeda France,Médecin,CHAN Thierry,22/11/2013,REPAS,€56,,
Takeda France,Médecin,CHAN Thierry,20/06/2014,REPAS,€57,,
Takeda France,Médecin,DREYFUS Xavier,03/12/2013,REPAS,€30,,
Takeda France,Médecin,FINE COUETIL Erika,30/09/2013,REPAS,€44,,
Takeda France,Médecin,FINE COUETIL Erika,15/04/2014,REPAS,€28,,
Takeda France,Médecin,GIREY RANNAUD Janie,18/11/2013,REPAS,€30,,
Takeda France,Médecin,GIREY RANNAUD Janie,14/04/2014,REPAS,€28,,
Takeda France,Médecin,JEANJEAN Claude,14/04/2014,REPAS,€28,,
Takeda France,Médecin,JEANJEAN Claude,18/11/2013,REPAS,€30,,
Takeda France,Médecin,KUENTZ ROUSSEAUX Martine,18/11/2013,REPAS,€30,,
Takeda France,Médecin,KUENTZ ROUSSEAUX Martine,14/04/2014,REPAS,€28,,
Takeda France,Médecin,PETIT Luc,03/12/2013,REPAS,€30,,
Takeda France,Médecin,PETIT Luc,15/04/2014,REPAS,€28,,
Takeda France,Médecin,PLAINDOUX Agnes,18/11/2013,REPAS,€30,,
Takeda France,Médecin,PLAINDOUX Agnes,14/04/2014,REPAS,€28,,
Takeda France,Médecin,SEIGLE FERRAND Fabienne,01/04/2014,REPAS,€34,,
Takeda France,Médecin,SENELLART Francois,30/09/2013,REPAS,€44,,
Takeda France,Médecin,SENELLART Francois,15/04/2014,REPAS,€28,,
TEVA SANTE SAS,Médecin,BATELLIER HELENE,16/01/2014,REPAS,€24,,
TEVA SANTE SAS,Médecin,BAYON MIR ANA,16/01/2014,REPAS,€24,,
TEVA SANTE SAS,Médecin,BORGEL FLORENT,06/06/2014,REPAS,€77,,
TEVA SANTE SAS,Médecin,BORGEL FLORENT,17/04/2014,REPAS,€46,,
TEVA SANTE SAS,Médecin,BORGEL FLORENT,09/04/2014,REPAS,€43,,
TEVA SANTE SAS,Médecin,BORGEL FLORENT,23/05/2014,REPAS,€180,,
TEVA SANTE SAS,Médecin,BORGEL FLORENT,06/06/2014,HEBERGEMENT,€200,,
TEVA SANTE SAS,Médecin,BORGEL FLORENT,04/02/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,BORGEL FLORENT,03/12/2013,REPAS,€55,,
TEVA SANTE SAS,Médecin,BORGEL FLORENT,23/05/2014,HEBERGEMENT,€360,,
TEVA SANTE SAS,Médecin,BOYOUD GHIDOSSI CELINE,09/07/2013,REPAS,€27,,
TEVA SANTE SAS,Médecin,BOYOUD GHIDOSSI CELINE,14/11/2013,REPAS,€32,,
TEVA SANTE SAS,Médecin,BRUN FRANCOIS,05/09/2013,REPAS,€41,,
TEVA SANTE SAS,Médecin,CHAPUIS CLAUDIE,16/01/2014,REPAS,€24,,
TEVA SANTE SAS,Médecin,COGNEE CHRISTIAN,13/02/2014,REPAS,€20,,
TEVA SANTE SAS,Médecin,COGNEE CHRISTIAN,09/09/2013,REPAS,€17,,
TEVA SANTE SAS,Médecin,DIAB SAMIA,17/02/2014,REPAS,€32,,
TEVA SANTE SAS,Médecin,GIRARD PHILIPPE,05/09/2013,REPAS,€41,,
TEVA SANTE SAS,Médecin,GIREY RANNAUD JANIE,17/02/2014,REPAS,€32,,
TEVA SANTE SAS,Médecin,GIREY RANNAUD JANIE,17/02/2014,REPAS,€32,,
TEVA SANTE SAS,Médecin,JEANJEAN CLAUDE,17/02/2014,REPAS,€32,,
TEVA SANTE SAS,Médecin,KUENTZ ROUSSEAUX MARTINE,04/11/2013,REPAS,€50,,
TEVA SANTE SAS,Médecin,MEAULLE FLORENCE,03/12/2013,REPAS,€55,,
TEVA SANTE SAS,Médecin,MOTTET AURELIE,16/01/2014,REPAS,€24,,
TEVA SANTE SAS,Médecin,PLAINDOUX AGNES,04/11/2013,REPAS,€50,,
TEVA SANTE SAS,Médecin,PLAINDOUX AGNES,17/02/2014,REPAS,€32,,
TEVA SANTE SAS,Médecin,SANZ NATHALIE,09/07/2013,REPAS,€27,,
TEVA SANTE SAS,Médecin,YEM TARANTINI A MARIE,14/11/2013,REPAS,€32,,
TEVA SANTE SAS,Pharmacien,BARRUT MARIE MARTINE,04/09/2013,REPAS,€10,,
TEVA SANTE SAS,Pharmacien,BAUDON NICOLAS,12/12/2013,REPAS,€50,,
TEVA SANTE SAS,Pharmacien,LE ROY REGINE,06/12/2013,REPAS,€50,,
TEVA SANTE SAS,Pharmacien,LE ROY REGINE,13/12/2013,REPAS,€50,,
TEVA SANTE SAS,Pharmacien,M BAUDON NICOLAS,17/09/2013,REPAS,€30,,
TEVA SANTE SAS,Pharmacien,M BAUDON NICOLAS,11/10/2013,REPAS,€22,,
TEVA SANTE SAS,Pharmacien,M BAUDON NICOLAS,25/10/2013,REPAS,€17,,
TEVA SANTE SAS,Pharmacien,MME HERVE CHRISTINE,18/09/2013,REPAS,€13,,
TEVA SANTE SAS,Pharmacien,M RAMOS GILLES,09/10/2013,REPAS,€17,,
TEVA SANTE SAS,Pharmacien,M RAMOS GILLES,04/09/2013,REPAS,€10,,
TEVA SANTE SAS,Pharmacien,RAMOS GILLES,23/01/2014,REPAS,€18,,
TEVA SANTE SAS,Pharmacien,ROQUES SANDRINE,12/12/2013,REPAS,€50,,
TEVA SANTE SAS,Pharmacien,ROQUES SANDRINE,23/01/2014,REPAS,€46,,
THERABEL LUCIEN PHARMA,Médecin,GIREY RANNAUD JANIE,22/04/2013,REPAS,€17,,
THERABEL LUCIEN PHARMA,Médecin,GIREY RANNAUD JANIE,02/12/2013,REPAS,€21,,
THERABEL LUCIEN PHARMA,Médecin,JEANJEAN CLAUDE,02/12/2013,REPAS,€21,,
THERABEL LUCIEN PHARMA,Médecin,KUENTZ ROUSSEAUX MARTINE,22/04/2013,REPAS,€17,,
THERABEL LUCIEN PHARMA,Médecin,KUENTZ ROUSSEAUX MARTINE,02/12/2013,REPAS,€21,,
THERABEL LUCIEN PHARMA,Médecin,PLAINDOUX AGNES,02/12/2013,REPAS,€21,,
THERABEL LUCIEN PHARMA,Médecin,PLAINDOUX AGNES,22/04/2013,REPAS,€17,,
UCB Pharma SA,Médecin,BORGEL FLORENT,18/02/2014,Repas,€50,,
UCB Pharma SA,Médecin,BORGEL FLORENT,24/10/2013,Repas,€50,,
UCB Pharma SA,Médecin,MEAULLE FLORENCE,22/02/2014,Autre : [ Forfait  journée détude ou forfait  congrès ],€25,,
UCB Pharma SA,Médecin,MEAULLE FLORENCE,11/01/2014,Repas,€68,,
UCB Pharma SA,Médecin,MEAULLE FLORENCE,11/01/2014,Hébergement,€177,,
UCB Pharma SA,Médecin,MEAULLE FLORENCE,22/03/2014,Autre : [ Forfait  journée détude ou forfait  congrès ],€129,,
UCB Pharma SA,Médecin,MEAULLE FLORENCE,22/03/2014,Hébergement,€248,,
UCB Pharma SA,Médecin,MEAULLE FLORENCE,24/10/2013,Repas,€50,,
UCB Pharma SA,Médecin,MEAULLE FLORENCE,22/03/2014,Repas,€45,,
UCB Pharma SA,Médecin,MEAULLE FLORENCE,22/03/2014,Transport,€282,,
UCB Pharma SA,Médecin,WITTENERG ANNE,14/05/2014,Repas,€50,,
VEXIM SA,Médecin,CAUSSE JEAN-RENE,05/11/2013,HOSPITALITE,€37,,
VEXIM SA,Médecin,GOURGUE PHILIPPE,05/11/2013,HOSPITALITE,€37,,
VEXIM SA,Médecin,MAUREL PIERRE,05/11/2013,HOSPITALITE,€37,,
VIROPHARMA SPRL,Médecin,BATELLIER HELENE,20/03/2014,REPAS,€25,,
VIROPHARMA SPRL,Médecin,BAYON MIR ANA,20/03/2014,REPAS,€25,,
VIROPHARMA SPRL,Médecin,KHADRANI BOUSBAH HOURIA,20/03/2014,REPAS,€25,,
VITALAIRE,Association professionnel de santé,ACCPP (ASSOCIATION POUR LA COMPLEMENTARITE DES CONNAISSANCES ET DES PRATIQUES DE LA PNEUMOLOGIE),12/06/2013,DON MONETAIRE,"€7,000",,
VITALAIRE,Association professionnel de santé,aCCPP (Association pour la Complémentarité des Connaissances et des Pratiques de la Pneumologie),22/10/2012,DON MONETAIRE,"€7,000",,
VITALAIRE,Médecin,DIAB SAMIA,30/01/2012,HEBERGEMENT,€103,,
VITALAIRE,Médecin,DIAB SAMIA,30/01/2012,INSCRIPTION,€180,,
VITALAIRE,Médecin,GIREY RANNAUD JANIE,20/09/2013,INSCRIPTION,€290,,
VITALAIRE,Médecin,GIREY RANNAUD JANIE,19/09/2013,HEBERGEMENT,€176,,
VITALAIRE,Médecin,GIREY RANNAUD JANIE,19/09/2013,TRANSPORT,€98,,
VITALAIRE,Médecin,GIREY RANNAUD JANIE,22/09/2013,TRANSPORT,€94,,
VITALAIRE,Médecin,GIREY RANNAUD JANIE,20/09/2013,HEBERGEMENT,€108,,
VITALAIRE,Médecin,GIREY RANNAUD JANIE,22/09/2013,PARKING,€39,,
VITALAIRE,Médecin,GIREY-RANNAUD JANIE,29/11/2012,RESTAURATION,€55,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,07/09/2013,INSCRIPTION,€665,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,07/09/2013,TRANSPORT,€112,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,11/09/2013,TRANSPORT,€112,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,10/09/2013,HEBERGEMENT,€235,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,08/09/2013,RESTAURATION,€43,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,09/09/2013,RESTAURATION,€52,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,31/01/2014,Hébergement,€87,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,01/02/2014,Hébergement,€87,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,01/02/2014,Repas,€51,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,11/09/2013,TRANSPORT,€112,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,05/09/2012,INSCRIPTION,€405,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,01/09/2012,RESTAURATION,€60,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,04/09/2012,HEBERGEMENT,€198,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,25/07/2013,DEJEUNER,€29,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,04/09/2012,RESTAURATION,€60,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,01/09/2012,HEBERGEMENT,€198,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,02/09/2012,HEBERGEMENT,€198,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,03/09/2012,HEBERGEMENT,€198,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,03/09/2012,RESTAURATION,€60,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,31/01/2014,Repas,€26,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,07/09/2013,HEBERGEMENT,€235,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,08/09/2013,HEBERGEMENT,€235,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,09/09/2013,HEBERGEMENT,€235,,
VITALAIRE,Médecin,JEANJEAN CLAUDE,09/09/2013,RESTAURATION,€52,,
VITALAIRE,Médecin,PLAINDOUX AGNES,23/03/2012,INSCRIPTION,€250,,
VYGON,Infirmier,CATHERINE DAERON,30/08/2013,REPAS,€15,,
